var1,var2,Pearson coefficient (r),r-squared,Significance,p-value,Support (n)
survey_number_of_toilets,survey_replaced_clothes_washer_HE,0.106,0.011,Yes,0.000,1519
survey_number_of_toilets,survey_conservation_shower_short,-0.039,0.001,No,0.132,1519
survey_number_of_toilets,survey_replaced_showerheads_LF,-0.006,0.000,No,0.819,1519
survey_number_of_toilets,survey_toilet_inserts,-0.066,0.004,Yes,0.010,1519
survey_number_of_toilets,survey_replaced_toilets_last_few,0.002,0.000,No,0.940,1519
survey_number_of_toilets,survey_disposal_used_less,-0.006,0.000,No,0.821,1519
survey_number_of_toilets,survey_dishwasher_used_less,0.102,0.010,Yes,0.000,1519
survey_number_of_toilets,survey_clothes_washer_used_less,0.006,0.000,No,0.811,1519
survey_number_of_toilets,survey_faucet_drips_repaired,0.014,0.000,No,0.585,1519
survey_number_of_toilets,survey_audit_last_few,0.037,0.001,No,0.149,1519
survey_number_of_toilets,survey_shower_bucket,-0.037,0.001,No,0.149,1519
survey_number_of_toilets,survey_replaced_dishwasher_HE,0.120,0.014,Yes,0.000,1519
survey_number_of_toilets,survey_car_washed_less_often,-0.033,0.001,No,0.202,1519
survey_number_of_toilets,survey_irrigation_less_often,-0.002,0.000,No,0.929,1519
survey_number_of_toilets,survey_irrigation_avoid_heat,0.053,0.003,Yes,0.039,1519
survey_number_of_toilets,survey_landscape_low_water_last_few,0.088,0.008,Yes,0.001,1519
survey_number_of_toilets,survey_irrigation_timer_shortened_last_few,0.208,0.043,Yes,0.000,1519
survey_number_of_toilets,survey_leak_irrigation_repaired,0.225,0.051,Yes,0.000,1519
survey_number_of_toilets,survey_irrigation_inground_monitor,0.212,0.045,Yes,0.000,1519
survey_number_of_toilets,survey_irrigation_inground_cycle,0.124,0.015,Yes,0.000,1519
survey_number_of_toilets,survey_gray_water_last_few,-0.071,0.005,Yes,0.006,1519
survey_number_of_toilets,survey_rain_barrel_last_few,-0.042,0.002,No,0.100,1519
survey_number_of_toilets,survey_household_pays,0.047,0.002,No,0.070,1505
survey_number_of_toilets,survey_renter,-0.156,0.024,Yes,0.000,1501
survey_number_of_toilets,survey_homies,0.068,0.005,Yes,0.008,1488
survey_number_of_toilets,survey_adults_employed,0.086,0.007,Yes,0.001,1494
survey_number_of_toilets,survey_baths_per_week,-0.031,0.001,No,0.236,1496
survey_number_of_toilets,survey_showers_not_at_home,0.016,0.000,No,0.530,1498
survey_number_of_toilets,survey_participant,0.022,0.000,No,0.388,1519
survey_number_of_toilets,DOYOUTHINKYOURWATERUTILITYDOESTHERIGHTAMOUNTOFWATERC,0.002,0.000,No,0.959,455
survey_number_of_toilets,Ifyouhavealawndoyouoverseedforatemporarywinterlawn,-0.135,0.018,Yes,0.041,227
survey_number_of_toilets,WHATTERMWOULDYOUPREFERTOUSEWHENDESCRIBINGALANDSCAPEAP,-0.094,0.009,No,0.087,333
survey_number_of_toilets,Wheredoyouthinkhomeownersusethemostwater,0.053,0.003,No,0.331,343
survey_number_of_toilets,survey_hot_water_waiting,0.049,0.002,No,0.072,1325
survey_number_of_toilets,survey_hot_water_wait_bother,0.048,0.002,No,0.079,1347
survey_number_of_toilets,survey_landscaper,0.159,0.025,Yes,0.000,1127
survey_number_of_toilets,survey_manual_irrigation_pct,-0.320,0.102,Yes,0.000,1132
survey_number_of_toilets,survey_spa_or_hot_tub_outdoor_filled,0.198,0.039,Yes,0.009,172
survey_number_of_toilets,survey_car_washed,-0.088,0.008,Yes,0.001,1497
survey_number_of_toilets,survey_walk_washed,-0.049,0.002,No,0.063,1463
survey_number_of_toilets,survey_drought,-0.108,0.012,Yes,0.000,1479
survey_number_of_toilets,survey_highest_grade,0.305,0.093,Yes,0.000,1488
survey_number_of_toilets,reuws2_attitude_A,0.048,0.002,No,0.064,1470
survey_number_of_toilets,reuws2_attitude_B,0.067,0.004,Yes,0.010,1467
survey_number_of_toilets,reuws2_attitude_C,0.014,0.000,No,0.595,1458
survey_number_of_toilets,reuws2_attitude_D,-0.056,0.003,Yes,0.030,1479
survey_number_of_toilets,reuws2_attitude_E,-0.071,0.005,Yes,0.007,1467
survey_number_of_toilets,reuws2_attitude_F,-0.118,0.014,Yes,0.000,1497
survey_number_of_toilets,reuws2_attitude_G,-0.104,0.011,Yes,0.000,1488
survey_number_of_toilets,reuws2_attitude_H,-0.133,0.018,Yes,0.000,1428
survey_number_of_toilets,reuws2_attitude_I,-0.021,0.000,No,0.424,1427
survey_number_of_toilets,reuws2_attitude_J,-0.037,0.001,No,0.153,1454
survey_number_of_toilets,reuws2_attitude_K,-0.067,0.004,Yes,0.010,1464
survey_number_of_toilets,reuws2_attitude_L,-0.027,0.001,No,0.311,1452
survey_number_of_toilets,reuws2_attitude_M,-0.123,0.015,Yes,0.000,1483
survey_number_of_toilets,reuws2_attitude_N,-0.112,0.013,Yes,0.000,1476
survey_number_of_toilets,reuws2_attitude_O,-0.052,0.003,Yes,0.046,1479
survey_number_of_toilets,reuws2_attitude_P,-0.058,0.003,Yes,0.027,1467
survey_number_of_toilets,reuws2_attitude_Q,-0.075,0.006,Yes,0.004,1464
survey_number_of_toilets,reuws2_attitude_R,-0.059,0.003,Yes,0.025,1465
survey_number_of_toilets,reuws2_attitude_S,-0.019,0.000,No,0.469,1467
survey_number_of_toilets,PctSeasonal,0.170,0.029,Yes,0.000,1174
survey_number_of_toilets,Inwhatyeardidyoumovetothishome,0.155,0.024,Yes,0.000,1475
survey_number_of_toilets,TotalPersonsinHousehold,0.216,0.046,Yes,0.000,1476
survey_number_of_toilets,survey_year,0.000,0.000,No,1.000,1519
survey_number_of_toilets,survey_other_sources_pct,0.148,0.022,No,0.167,89
survey_number_of_toilets,survey_year_built,0.479,0.229,Yes,0.000,1477
survey_number_of_toilets,survey_age_of_home,-0.479,0.229,Yes,0.000,1477
survey_number_of_toilets,survey_years_in_home,-0.155,0.024,Yes,0.000,1475
survey_number_of_toilets,survey_income,0.485,0.235,Yes,0.000,1315
survey_number_of_toilets,PremiseYear,0.561,0.315,Yes,0.000,345
survey_number_of_toilets,RandomSequence,0.019,0.000,No,0.448,1519
survey_number_of_toilets,NormalizedAnnual,0.359,0.129,Yes,0.000,1519
survey_number_of_toilets,NormalizedNonseasonal,0.207,0.043,Yes,0.000,1174
survey_number_of_toilets,NormalizedSeasonal,0.243,0.059,Yes,0.000,1139
survey_number_of_toilets,StandardizedAnnualresidualbyfamily,0.296,0.088,Yes,0.000,1476
survey_number_of_toilets,StandardizedNonseasonalresidualbyfamily,0.098,0.010,Yes,0.001,1145
survey_number_of_toilets,StandardizedSeasonalresidualbyfamily,0.215,0.046,Yes,0.000,1111
survey_number_of_bathtub_showers,survey_number_of_bathtub_only,0.053,0.003,No,0.099,973
survey_number_of_bathtub_showers,survey_number_of_whirlpools,0.055,0.003,No,0.092,951
survey_number_of_bathtub_showers,survey_number_of_shower_only,-0.366,0.134,Yes,0.000,1280
survey_number_of_bathtub_showers,survey_number_of_utility_sink,0.016,0.000,No,0.598,1082
survey_number_of_bathtub_showers,survey_number_of_bathtubs,0.802,0.644,Yes,0.000,1478
survey_number_of_bathtub_showers,survey_number_of_showers,0.490,0.240,Yes,0.000,1478
survey_number_of_bathtub_showers,survey_disposal,-0.050,0.003,No,0.054,1460
survey_number_of_bathtub_showers,survey_ice_maker,0.116,0.013,Yes,0.000,1447
survey_number_of_bathtub_showers,survey_dishwasher,0.097,0.009,Yes,0.000,1465
survey_number_of_bathtub_showers,survey_clothes_washer_HE,0.083,0.007,Yes,0.002,1422
survey_number_of_bathtub_showers,survey_hot_water_tankless,0.023,0.001,No,0.402,1376
survey_number_of_bathtub_showers,survey_hot_water_on_demand,0.013,0.000,No,0.625,1360
survey_number_of_bathtub_showers,survey_evap_cooler,-0.023,0.001,No,0.389,1386
survey_number_of_bathtub_showers,survey_humidifier,0.003,0.000,No,0.909,1394
survey_number_of_bathtub_showers,survey_treatment,-0.033,0.001,No,0.220,1397
survey_number_of_bathtub_showers,survey_aquarium,0.036,0.001,No,0.181,1395
survey_number_of_bathtub_showers,survey_pets,-0.065,0.004,Yes,0.014,1422
survey_number_of_bathtub_showers,survey_spa_indoor,0.069,0.005,Yes,0.010,1392
survey_number_of_bathtub_showers,survey_water_feature_indoor,0.036,0.001,No,0.183,1393
survey_number_of_bathtub_showers,survey_greenhouse_indoor,0.005,0.000,No,0.852,1388
survey_number_of_bathtub_showers,survey_other_features,-0.049,0.002,No,0.070,1349
survey_number_of_bathtub_showers,survey_number_of_toilets_GT16,0.042,0.002,No,0.215,863
survey_number_of_bathtub_showers,survey_number_of_toilets_16,0.153,0.023,Yes,0.000,801
survey_number_of_bathtub_showers,survey_number_of_toilets_HET,0.088,0.008,Yes,0.029,620
survey_number_of_bathtub_showers,survey_number_of_toilets_dual,0.033,0.001,No,0.460,501
survey_number_of_bathtub_showers,survey_number_of_showers_hydra,0.057,0.003,Yes,0.034,1395
survey_number_of_bathtub_showers,survey_number_of_showers_rain,-0.034,0.001,No,0.226,1306
survey_number_of_bathtub_showers,survey_number_of_showers_spray,0.103,0.011,Yes,0.000,1348
survey_number_of_bathtub_showers,survey_replaced_toilets_10,-0.089,0.008,Yes,0.001,1412
survey_number_of_bathtub_showers,survey_replaced_showerheads_10,-0.059,0.003,Yes,0.026,1433
survey_number_of_bathtub_showers,survey_replaced_clothes_washer_10,-0.035,0.001,No,0.190,1434
survey_number_of_bathtub_showers,survey_replaced_dishwasher_10,-0.039,0.002,No,0.146,1405
survey_number_of_bathtub_showers,survey_leak_toilet,0.021,0.000,No,0.420,1478
survey_number_of_bathtub_showers,survey_faucet_drips,0.004,0.000,No,0.871,1478
survey_number_of_bathtub_showers,survey_leak_pool,-0.038,0.001,No,0.141,1478
survey_number_of_bathtub_showers,survey_leak_irrigation,-0.013,0.000,No,0.620,1478
survey_number_of_bathtub_showers,survey_leak_other,-0.003,0.000,No,0.923,1478
survey_number_of_bathtub_showers,survey_hot_water_gas,-0.045,0.002,No,0.082,1478
survey_number_of_bathtub_showers,survey_hot_water_electric,0.060,0.004,Yes,0.021,1478
survey_number_of_bathtub_showers,survey_hot_water_propane,-0.011,0.000,No,0.664,1478
survey_number_of_bathtub_showers,survey_hot_water_solar,0.005,0.000,No,0.834,1478
survey_number_of_bathtub_showers,survey_hot_water_wait,-0.020,0.000,No,0.447,1440
survey_number_of_bathtub_showers,survey_hot_water_wait_kitchen,0.014,0.000,No,0.600,1478
survey_number_of_bathtub_showers,survey_hot_water_wait_master_bath,0.048,0.002,No,0.066,1478
survey_number_of_bathtub_showers,survey_hot_water_wait_other_bath,0.034,0.001,No,0.196,1478
survey_number_of_bathtub_showers,survey_hot_water_wait_other_room,0.016,0.000,No,0.535,1478
survey_number_of_bathtub_showers,survey_irrigation,-0.081,0.007,Yes,0.002,1444
survey_number_of_bathtub_showers,survey_landscape_no_maintenance,0.002,0.000,No,0.960,1089
survey_number_of_bathtub_showers,survey_landscaper_waters,-0.057,0.003,No,0.295,345
survey_number_of_bathtub_showers,survey_well,0.001,0.000,No,0.980,1478
survey_number_of_bathtub_showers,survey_canal_ditch,0.000,0.000,No,0.986,1478
survey_number_of_bathtub_showers,survey_stream,0.066,0.004,Yes,0.011,1478
survey_number_of_bathtub_showers,survey_rain_barrel,-0.008,0.000,No,0.768,1478
survey_number_of_bathtub_showers,survey_roof_direction,-0.010,0.000,No,0.705,1478
survey_number_of_bathtub_showers,survey_gray_water,-0.008,0.000,No,0.749,1478
survey_number_of_bathtub_showers,survey_landscape_turf,-0.036,0.001,No,0.163,1478
survey_number_of_bathtub_showers,survey_landscape_trees_and_shrubs,-0.039,0.002,No,0.132,1478
survey_number_of_bathtub_showers,survey_garden_veggie,-0.047,0.002,No,0.072,1478
survey_number_of_bathtub_showers,survey_garden_flower,-0.049,0.002,No,0.058,1478
survey_number_of_bathtub_showers,survey_landscape_low_water,-0.035,0.001,No,0.174,1478
survey_number_of_bathtub_showers,survey_landscape_nonirrigated,-0.032,0.001,No,0.215,1478
survey_number_of_bathtub_showers,survey_irrigation_inground,0.066,0.004,Yes,0.030,1096
survey_number_of_bathtub_showers,survey_irrigation_inground_timer,-0.004,0.000,No,0.886,1478
survey_number_of_bathtub_showers,survey_irrigation_inground_master,-0.007,0.000,No,0.779,1478
survey_number_of_bathtub_showers,survey_irrigation_inground_bfp,0.011,0.000,No,0.662,1478
survey_number_of_bathtub_showers,survey_irrigation_inground_drip,0.022,0.000,No,0.405,1478
survey_number_of_bathtub_showers,survey_irrigation_manual_override,-0.032,0.001,No,0.220,1478
survey_number_of_bathtub_showers,survey_irrigation_sensor_soil,-0.026,0.001,No,0.316,1478
survey_number_of_bathtub_showers,survey_irrigation_sensor_rain,-0.015,0.000,No,0.577,1478
survey_number_of_bathtub_showers,survey_irrigation_inground_timer_adjusted,0.055,0.003,No,0.149,694
survey_number_of_bathtub_showers,survey_irrigation_inground_wbic,0.004,0.000,No,0.882,1478
survey_number_of_bathtub_showers,survey_spa_or_hot_tub_outdoor,0.004,0.000,No,0.890,1463
survey_number_of_bathtub_showers,survey_water_feature_outdoor,0.033,0.001,No,0.677,161
survey_number_of_bathtub_showers,survey_pool,0.045,0.002,No,0.098,1344
survey_number_of_bathtub_showers,survey_pool_fill_automatic,-0.131,0.017,No,0.066,197
survey_number_of_bathtub_showers,survey_pool_cover_chemical,0.000,0.000,No,1.000,199
survey_number_of_bathtub_showers,survey_pool_cover,0.213,0.045,Yes,0.003,199
survey_number_of_bathtub_showers,survey_pool_cover_overnight,0.135,0.018,No,0.058,199
survey_number_of_bathtub_showers,survey_program_participation_3,-0.025,0.001,No,0.341,1456
survey_number_of_bathtub_showers,survey_conservation_last_few,-0.040,0.002,No,0.139,1399
survey_number_of_bathtub_showers,survey_giveaway_3,-0.023,0.001,No,0.372,1478
survey_number_of_bathtub_showers,survey_retrofit_rebate_3,-0.004,0.000,No,0.875,1478
survey_number_of_bathtub_showers,survey_landscape_rebate_3,0.020,0.000,No,0.452,1478
survey_number_of_bathtub_showers,survey_followed_guidelines,-0.050,0.002,No,0.056,1478
survey_number_of_bathtub_showers,survey_replaced_clothes_washer_HE,0.013,0.000,No,0.612,1478
survey_number_of_bathtub_showers,survey_conservation_shower_short,-0.018,0.000,No,0.490,1478
survey_number_of_bathtub_showers,survey_replaced_showerheads_LF,-0.006,0.000,No,0.821,1478
survey_number_of_bathtub_showers,survey_toilet_inserts,0.040,0.002,No,0.129,1478
survey_number_of_bathtub_showers,survey_replaced_toilets_last_few,-0.031,0.001,No,0.234,1478
survey_number_of_bathtub_showers,survey_disposal_used_less,-0.036,0.001,No,0.165,1478
survey_number_of_bathtub_showers,survey_dishwasher_used_less,0.017,0.000,No,0.525,1478
survey_number_of_bathtub_showers,survey_clothes_washer_used_less,-0.008,0.000,No,0.764,1478
survey_number_of_bathtub_showers,survey_faucet_drips_repaired,-0.011,0.000,No,0.678,1478
survey_number_of_bathtub_showers,survey_audit_last_few,-0.018,0.000,No,0.501,1478
survey_number_of_bathtub_showers,survey_shower_bucket,-0.047,0.002,No,0.074,1478
survey_number_of_bathtub_showers,survey_replaced_dishwasher_HE,0.022,0.000,No,0.396,1478
survey_number_of_bathtub_showers,survey_car_washed_less_often,0.053,0.003,Yes,0.043,1478
survey_number_of_bathtub_showers,survey_irrigation_less_often,-0.016,0.000,No,0.550,1478
survey_number_of_bathtub_showers,survey_irrigation_avoid_heat,-0.042,0.002,No,0.107,1478
survey_number_of_bathtub_showers,survey_landscape_low_water_last_few,-0.026,0.001,No,0.315,1478
survey_number_of_bathtub_showers,survey_irrigation_timer_shortened_last_few,0.008,0.000,No,0.773,1478
survey_number_of_bathtub_showers,survey_leak_irrigation_repaired,0.017,0.000,No,0.514,1478
survey_number_of_bathtub_showers,survey_irrigation_inground_monitor,-0.010,0.000,No,0.711,1478
survey_number_of_bathtub_showers,survey_irrigation_inground_cycle,0.044,0.002,No,0.093,1478
survey_number_of_bathtub_showers,survey_gray_water_last_few,-0.032,0.001,No,0.216,1478
survey_number_of_bathtub_showers,survey_rain_barrel_last_few,0.009,0.000,No,0.735,1478
survey_number_of_bathtub_showers,survey_household_pays,0.023,0.001,No,0.386,1463
survey_number_of_bathtub_showers,survey_renter,-0.039,0.001,No,0.141,1460
survey_number_of_bathtub_showers,survey_homies,-0.011,0.000,No,0.667,1447
survey_number_of_bathtub_showers,survey_adults_employed,0.043,0.002,No,0.104,1453
survey_number_of_bathtub_showers,survey_baths_per_week,0.101,0.010,Yes,0.000,1456
survey_number_of_bathtub_showers,survey_showers_not_at_home,0.028,0.001,No,0.283,1456
survey_number_of_bathtub_showers,survey_participant,0.008,0.000,No,0.766,1478
survey_number_of_bathtub_showers,DOYOUTHINKYOURWATERUTILITYDOESTHERIGHTAMOUNTOFWATERC,0.051,0.003,No,0.281,449
survey_number_of_bathtub_showers,Ifyouhavealawndoyouoverseedforatemporarywinterlawn,-0.114,0.013,No,0.096,213
survey_number_of_bathtub_showers,WHATTERMWOULDYOUPREFERTOUSEWHENDESCRIBINGALANDSCAPEAP,-0.043,0.002,No,0.452,311
survey_number_of_bathtub_showers,Wheredoyouthinkhomeownersusethemostwater,0.099,0.010,No,0.076,320
survey_number_of_bathtub_showers,survey_hot_water_waiting,0.015,0.000,No,0.601,1287
survey_number_of_bathtub_showers,survey_hot_water_wait_bother,0.032,0.001,No,0.242,1307
survey_number_of_bathtub_showers,survey_landscaper,0.013,0.000,No,0.673,1089
survey_number_of_bathtub_showers,survey_manual_irrigation_pct,-0.063,0.004,Yes,0.038,1096
survey_number_of_bathtub_showers,survey_spa_or_hot_tub_outdoor_filled,0.051,0.003,No,0.518,162
survey_number_of_bathtub_showers,survey_car_washed,0.071,0.005,Yes,0.006,1456
survey_number_of_bathtub_showers,survey_walk_washed,0.034,0.001,No,0.200,1427
survey_number_of_bathtub_showers,survey_drought,0.016,0.000,No,0.545,1440
survey_number_of_bathtub_showers,survey_highest_grade,0.065,0.004,Yes,0.013,1446
survey_number_of_bathtub_showers,reuws2_attitude_A,0.025,0.001,No,0.338,1429
survey_number_of_bathtub_showers,reuws2_attitude_B,0.038,0.001,No,0.157,1427
survey_number_of_bathtub_showers,reuws2_attitude_C,0.064,0.004,Yes,0.016,1418
survey_number_of_bathtub_showers,reuws2_attitude_D,-0.023,0.001,No,0.392,1438
survey_number_of_bathtub_showers,reuws2_attitude_E,-0.020,0.000,No,0.452,1428
survey_number_of_bathtub_showers,reuws2_attitude_F,0.046,0.002,No,0.077,1455
survey_number_of_bathtub_showers,reuws2_attitude_G,0.005,0.000,No,0.859,1448
survey_number_of_bathtub_showers,reuws2_attitude_H,0.056,0.003,Yes,0.037,1389
survey_number_of_bathtub_showers,reuws2_attitude_I,-0.067,0.005,Yes,0.012,1388
survey_number_of_bathtub_showers,reuws2_attitude_J,-0.060,0.004,Yes,0.025,1413
survey_number_of_bathtub_showers,reuws2_attitude_K,-0.053,0.003,Yes,0.047,1425
survey_number_of_bathtub_showers,reuws2_attitude_L,-0.040,0.002,No,0.133,1413
survey_number_of_bathtub_showers,reuws2_attitude_M,0.018,0.000,No,0.486,1443
survey_number_of_bathtub_showers,reuws2_attitude_N,0.013,0.000,No,0.632,1433
survey_number_of_bathtub_showers,reuws2_attitude_O,-0.014,0.000,No,0.583,1438
survey_number_of_bathtub_showers,reuws2_attitude_P,-0.023,0.001,No,0.381,1425
survey_number_of_bathtub_showers,reuws2_attitude_Q,-0.016,0.000,No,0.540,1420
survey_number_of_bathtub_showers,reuws2_attitude_R,-0.006,0.000,No,0.829,1423
survey_number_of_bathtub_showers,reuws2_attitude_S,-0.017,0.000,No,0.516,1425
survey_number_of_bathtub_showers,PctSeasonal,-0.005,0.000,No,0.861,1156
survey_number_of_bathtub_showers,Inwhatyeardidyoumovetothishome,0.122,0.015,Yes,0.000,1434
survey_number_of_bathtub_showers,TotalPersonsinHousehold,0.087,0.008,Yes,0.001,1440
survey_number_of_bathtub_showers,survey_year,0.000,0.000,No,1.000,1478
survey_number_of_bathtub_showers,survey_other_sources_pct,0.156,0.024,No,0.158,84
survey_number_of_bathtub_showers,survey_year_built,0.249,0.062,Yes,0.000,1435
survey_number_of_bathtub_showers,survey_age_of_home,-0.249,0.062,Yes,0.000,1435
survey_number_of_bathtub_showers,survey_years_in_home,-0.122,0.015,Yes,0.000,1434
survey_number_of_bathtub_showers,survey_income,0.077,0.006,Yes,0.006,1280
survey_number_of_bathtub_showers,PremiseYear,-0.046,0.002,No,0.414,322
survey_number_of_bathtub_showers,RandomSequence,0.027,0.001,No,0.295,1478
survey_number_of_bathtub_showers,NormalizedAnnual,0.067,0.004,Yes,0.010,1478
survey_number_of_bathtub_showers,NormalizedNonseasonal,0.049,0.002,No,0.098,1156
survey_number_of_bathtub_showers,NormalizedSeasonal,0.051,0.003,No,0.088,1120
survey_number_of_bathtub_showers,StandardizedAnnualresidualbyfamily,0.050,0.002,No,0.060,1440
survey_number_of_bathtub_showers,StandardizedNonseasonalresidualbyfamily,0.025,0.001,No,0.396,1130
survey_number_of_bathtub_showers,StandardizedSeasonalresidualbyfamily,0.047,0.002,No,0.118,1095
survey_number_of_bathtub_only,survey_number_of_whirlpools,0.065,0.004,No,0.063,833
survey_number_of_bathtub_only,survey_number_of_shower_only,0.168,0.028,Yes,0.000,967
survey_number_of_bathtub_only,survey_number_of_utility_sink,0.083,0.007,Yes,0.013,898
survey_number_of_bathtub_only,survey_number_of_bathtubs,0.633,0.401,Yes,0.000,993
survey_number_of_bathtub_only,survey_number_of_showers,0.139,0.019,Yes,0.000,992
survey_number_of_bathtub_only,survey_disposal,0.038,0.001,No,0.232,990
survey_number_of_bathtub_only,survey_ice_maker,0.139,0.019,Yes,0.000,986
survey_number_of_bathtub_only,survey_dishwasher,0.056,0.003,No,0.078,989
survey_number_of_bathtub_only,survey_clothes_washer_HE,0.057,0.003,No,0.074,968
survey_number_of_bathtub_only,survey_hot_water_tankless,0.015,0.000,No,0.643,954
survey_number_of_bathtub_only,survey_hot_water_on_demand,0.094,0.009,Yes,0.004,947
survey_number_of_bathtub_only,survey_evap_cooler,-0.063,0.004,No,0.051,965
survey_number_of_bathtub_only,survey_humidifier,0.013,0.000,No,0.685,969
survey_number_of_bathtub_only,survey_treatment,0.114,0.013,Yes,0.000,976
survey_number_of_bathtub_only,survey_aquarium,-0.016,0.000,No,0.617,976
survey_number_of_bathtub_only,survey_pets,-0.048,0.002,No,0.134,983
survey_number_of_bathtub_only,survey_spa_indoor,0.003,0.000,No,0.935,970
survey_number_of_bathtub_only,survey_water_feature_indoor,-0.001,0.000,No,0.974,974
survey_number_of_bathtub_only,survey_greenhouse_indoor,-0.003,0.000,No,0.937,972
survey_number_of_bathtub_only,survey_other_features,-0.027,0.001,No,0.410,923
survey_number_of_bathtub_only,survey_number_of_toilets_GT16,0.084,0.007,Yes,0.036,618
survey_number_of_bathtub_only,survey_number_of_toilets_16,0.163,0.027,Yes,0.000,585
survey_number_of_bathtub_only,survey_number_of_toilets_HET,0.042,0.002,No,0.361,472
survey_number_of_bathtub_only,survey_number_of_toilets_dual,0.048,0.002,No,0.324,418
survey_number_of_bathtub_only,survey_number_of_showers_hydra,0.002,0.000,No,0.949,948
survey_number_of_bathtub_only,survey_number_of_showers_rain,-0.005,0.000,No,0.891,919
survey_number_of_bathtub_only,survey_number_of_showers_spray,0.039,0.002,No,0.230,940
survey_number_of_bathtub_only,survey_replaced_toilets_10,-0.089,0.008,Yes,0.006,964
survey_number_of_bathtub_only,survey_replaced_showerheads_10,-0.112,0.013,Yes,0.000,975
survey_number_of_bathtub_only,survey_replaced_clothes_washer_10,-0.054,0.003,No,0.090,974
survey_number_of_bathtub_only,survey_replaced_dishwasher_10,-0.051,0.003,No,0.117,962
survey_number_of_bathtub_only,survey_leak_toilet,-0.045,0.002,No,0.155,993
survey_number_of_bathtub_only,survey_faucet_drips,0.066,0.004,Yes,0.037,993
survey_number_of_bathtub_only,survey_leak_pool,0.059,0.004,No,0.061,993
survey_number_of_bathtub_only,survey_leak_irrigation,0.033,0.001,No,0.293,993
survey_number_of_bathtub_only,survey_leak_other,0.061,0.004,No,0.056,993
survey_number_of_bathtub_only,survey_hot_water_gas,-0.056,0.003,No,0.075,993
survey_number_of_bathtub_only,survey_hot_water_electric,0.058,0.003,No,0.067,993
survey_number_of_bathtub_only,survey_hot_water_propane,0.025,0.001,No,0.428,993
survey_number_of_bathtub_only,survey_hot_water_solar,-0.032,0.001,No,0.315,993
survey_number_of_bathtub_only,survey_hot_water_wait,-0.036,0.001,No,0.258,971
survey_number_of_bathtub_only,survey_hot_water_wait_kitchen,0.032,0.001,No,0.314,993
survey_number_of_bathtub_only,survey_hot_water_wait_master_bath,0.045,0.002,No,0.157,993
survey_number_of_bathtub_only,survey_hot_water_wait_other_bath,0.050,0.002,No,0.117,993
survey_number_of_bathtub_only,survey_hot_water_wait_other_room,0.019,0.000,No,0.557,993
survey_number_of_bathtub_only,survey_irrigation,-0.024,0.001,No,0.454,976
survey_number_of_bathtub_only,survey_landscape_no_maintenance,0.045,0.002,No,0.228,720
survey_number_of_bathtub_only,survey_landscaper_waters,0.075,0.006,No,0.264,224
survey_number_of_bathtub_only,survey_well,0.011,0.000,No,0.736,993
survey_number_of_bathtub_only,survey_canal_ditch,-0.022,0.000,No,0.486,993
survey_number_of_bathtub_only,survey_stream,-0.031,0.001,No,0.324,993
survey_number_of_bathtub_only,survey_rain_barrel,-0.010,0.000,No,0.748,993
survey_number_of_bathtub_only,survey_roof_direction,-0.010,0.000,No,0.756,993
survey_number_of_bathtub_only,survey_gray_water,-0.029,0.001,No,0.357,993
survey_number_of_bathtub_only,survey_landscape_turf,-0.072,0.005,Yes,0.024,993
survey_number_of_bathtub_only,survey_landscape_trees_and_shrubs,-0.046,0.002,No,0.148,993
survey_number_of_bathtub_only,survey_garden_veggie,-0.081,0.007,Yes,0.011,993
survey_number_of_bathtub_only,survey_garden_flower,-0.068,0.005,Yes,0.033,993
survey_number_of_bathtub_only,survey_landscape_low_water,0.021,0.000,No,0.499,993
survey_number_of_bathtub_only,survey_landscape_nonirrigated,-0.018,0.000,No,0.566,993
survey_number_of_bathtub_only,survey_irrigation_inground,0.049,0.002,No,0.192,723
survey_number_of_bathtub_only,survey_irrigation_inground_timer,-0.001,0.000,No,0.980,993
survey_number_of_bathtub_only,survey_irrigation_inground_master,0.027,0.001,No,0.389,993
survey_number_of_bathtub_only,survey_irrigation_inground_bfp,0.050,0.002,No,0.118,993
survey_number_of_bathtub_only,survey_irrigation_inground_drip,0.082,0.007,Yes,0.010,993
survey_number_of_bathtub_only,survey_irrigation_manual_override,-0.026,0.001,No,0.420,993
survey_number_of_bathtub_only,survey_irrigation_sensor_soil,-0.007,0.000,No,0.835,993
survey_number_of_bathtub_only,survey_irrigation_sensor_rain,0.017,0.000,No,0.601,993
survey_number_of_bathtub_only,survey_irrigation_inground_timer_adjusted,-0.075,0.006,No,0.102,471
survey_number_of_bathtub_only,survey_irrigation_inground_wbic,0.055,0.003,No,0.085,993
survey_number_of_bathtub_only,survey_spa_or_hot_tub_outdoor,0.031,0.001,No,0.335,986
survey_number_of_bathtub_only,survey_water_feature_outdoor,0.080,0.006,No,0.408,108
survey_number_of_bathtub_only,survey_pool,0.057,0.003,No,0.088,906
survey_number_of_bathtub_only,survey_pool_fill_automatic,0.130,0.017,No,0.122,142
survey_number_of_bathtub_only,survey_pool_cover_chemical,0.000,0.000,No,1.000,142
survey_number_of_bathtub_only,survey_pool_cover,0.071,0.005,No,0.399,142
survey_number_of_bathtub_only,survey_pool_cover_overnight,0.156,0.024,No,0.063,142
survey_number_of_bathtub_only,survey_program_participation_3,-0.053,0.003,No,0.096,982
