var1,var2,Pearson coefficient (r),r-squared,Significance,p-value,Support (n)
survey_faucet_drips_repaired,survey_water_feature_outdoor_pond,0.022,0.000,No,0.103,5574
survey_faucet_drips_repaired,survey_well,-0.070,0.005,No,0.225,305
survey_faucet_drips_repaired,reuws1_attitude_A,0.115,0.013,Yes,0.000,5399
survey_faucet_drips_repaired,survey_drought,0.086,0.007,Yes,0.000,4267
survey_faucet_drips_repaired,survey_highest_grade,-0.006,0.000,No,0.660,5357
survey_faucet_drips_repaired,AnnualKgal,0.070,0.005,Yes,0.000,5106
survey_faucet_drips_repaired,Averageclotheswasherloadgal,-0.003,0.000,No,0.930,1160
survey_faucet_drips_repaired,Averageshowergal,-0.031,0.001,No,0.289,1178
survey_faucet_drips_repaired,Averageshowermodeflowgpm,-0.024,0.001,No,0.420,1178
survey_faucet_drips_repaired,Averageshowerseconds,-0.013,0.000,No,0.656,1178
survey_faucet_drips_repaired,Averagetoiletflushvolume,-0.001,0.000,No,0.980,1187
survey_faucet_drips_repaired,Bathtubgpd,-0.010,0.000,No,0.785,725
survey_faucet_drips_repaired,capita,0.069,0.005,Yes,0.000,5574
survey_faucet_drips_repaired,Clotheswashergpd,0.080,0.006,Yes,0.007,1160
survey_faucet_drips_repaired,Clotheswasherloadsperday,0.082,0.007,Yes,0.005,1160
survey_faucet_drips_repaired,Dishwashergpd,-0.021,0.000,No,0.529,906
survey_faucet_drips_repaired,Faucetgpd,0.069,0.005,Yes,0.017,1187
survey_faucet_drips_repaired,IndoorGPD,0.080,0.006,Yes,0.006,1187
survey_faucet_drips_repaired,irrigated_area_sqft,0.026,0.001,No,0.388,1130
survey_faucet_drips_repaired,Leakgpd,0.031,0.001,No,0.288,1184
survey_faucet_drips_repaired,NonseasonalKgal,0.076,0.006,Yes,0.008,1188
survey_faucet_drips_repaired,Othergpd,0.058,0.003,No,0.053,1099
survey_faucet_drips_repaired,OutdoorGPD,0.029,0.001,No,0.333,1146
survey_faucet_drips_repaired,SeasonalKgal,0.053,0.003,No,0.067,1188
survey_faucet_drips_repaired,Showergpd,0.003,0.000,No,0.928,1178
survey_faucet_drips_repaired,Showerminutesperday,0.024,0.001,No,0.402,1178
survey_faucet_drips_repaired,Showersperday,0.024,0.001,No,0.402,1178
survey_faucet_drips_repaired,Survey_Car_Washed,-0.001,0.000,No,0.949,5485
survey_faucet_drips_repaired,survey_home_value,0.000,0.000,No,0.995,4735
survey_faucet_drips_repaired,survey_homies,0.054,0.003,Yes,0.000,5465
survey_faucet_drips_repaired,survey_household_income,-0.042,0.002,Yes,0.005,4564
survey_faucet_drips_repaired,survey_indoor_sqft,0.000,0.000,No,0.976,4984
survey_faucet_drips_repaired,survey_irrigation_pct,-0.033,0.001,Yes,0.022,4769
survey_faucet_drips_repaired,survey_landscape_pct,-0.013,0.000,No,0.386,4470
survey_faucet_drips_repaired,survey_landscape_turf_pct,-0.040,0.002,Yes,0.008,4495
survey_faucet_drips_repaired,survey_monthly_rent,0.013,0.000,No,0.770,546
survey_faucet_drips_repaired,survey_number_of_adults,0.076,0.006,Yes,0.000,5545
survey_faucet_drips_repaired,survey_number_of_children,0.032,0.001,Yes,0.018,5574
survey_faucet_drips_repaired,survey_number_of_teenagers,0.011,0.000,No,0.395,5574
survey_faucet_drips_repaired,survey_parcel_sqft,0.008,0.000,No,0.594,4405
survey_faucet_drips_repaired,survey_walk_washed,0.010,0.000,No,0.445,5476
survey_faucet_drips_repaired,survey_year_built,-0.086,0.007,Yes,0.000,5330
survey_faucet_drips_repaired,survey_year_moved_in,-0.041,0.002,Yes,0.003,5443
survey_faucet_drips_repaired,Toiletflushstdev,0.027,0.001,No,0.354,1186
survey_faucet_drips_repaired,Toiletgpd,0.062,0.004,Yes,0.032,1187
survey_faucet_drips_repaired,TotalGPD,0.047,0.002,No,0.105,1187
survey_faucet_drips_repaired,survey_age_of_home,0.086,0.007,Yes,0.000,5330
survey_faucet_drips_repaired,RandomSequence,-0.010,0.000,No,0.472,5574
survey_faucet_drips_repaired,pct_flushes_gt_2_2,0.004,0.000,No,0.895,1187
survey_faucet_drips_repaired,pct_flushes_lt_2_2,-0.004,0.000,No,0.895,1187
survey_floors,survey_garden_flower,0.133,0.018,Yes,0.000,5328
survey_floors,survey_garden_veggie,0.073,0.005,Yes,0.000,5173
survey_floors,survey_gray_water_last_few,-0.005,0.000,No,0.710,5506
survey_floors,survey_greenhouse,-0.000,0.000,No,0.979,5086
survey_floors,survey_has_alternative_source,0.206,0.043,Yes,0.000,304
survey_floors,survey_has_apartment,0.014,0.000,No,0.317,5433
survey_floors,survey_has_been_audited,0.006,0.000,No,0.675,5506
survey_floors,survey_hot_tub,0.032,0.001,Yes,0.022,5083
survey_floors,survey_hot_water_solar,-0.026,0.001,No,0.055,5506
survey_floors,survey_hot_water_tankless,0.014,0.000,No,0.283,5506
survey_floors,survey_household_pays,0.010,0.000,No,0.476,5467
survey_floors,survey_humidifier,0.074,0.005,Yes,0.000,5506
survey_floors,survey_ice_maker,0.031,0.001,Yes,0.020,5506
survey_floors,survey_irrigation,0.042,0.002,Yes,0.002,5506
survey_floors,survey_irrigation_avoid_heat,0.040,0.002,Yes,0.003,5506
survey_floors,survey_irrigation_efficient_system_installed,-0.027,0.001,Yes,0.044,5506
survey_floors,survey_irrigation_hand,0.011,0.000,No,0.415,5506
survey_floors,survey_irrigation_HOA,-0.006,0.000,No,0.669,5506
survey_floors,survey_irrigation_hose_sprinkler,0.091,0.008,Yes,0.000,5506
survey_floors,survey_irrigation_inground,0.008,0.000,No,0.546,5506
survey_floors,survey_irrigation_inground_back,0.016,0.000,No,0.231,5506
survey_floors,Survey_Irrigation_InGround_Back_Automatic,0.034,0.001,Yes,0.013,5506
survey_floors,survey_irrigation_inground_cycle,0.024,0.001,No,0.073,5506
survey_floors,survey_irrigation_inground_drip,-0.080,0.006,Yes,0.000,5506
survey_floors,survey_irrigation_inground_front,0.005,0.000,No,0.706,5506
survey_floors,Survey_Irrigation_InGround_Front_Automatic,0.038,0.001,Yes,0.005,5506
survey_floors,survey_irrigation_inground_timer,0.037,0.001,Yes,0.006,5506
survey_floors,survey_irrigation_inground_timer_adjusted_conservation,0.008,0.000,No,0.567,5506
survey_floors,survey_irrigation_less_often,0.007,0.000,No,0.587,5506
survey_floors,survey_irrigation_other,-0.011,0.000,No,0.399,5506
survey_floors,survey_irrigation_sensor_rain,-0.016,0.000,No,0.257,4795
survey_floors,survey_irrigation_sensor_soil,0.008,0.000,No,0.562,4795
survey_floors,survey_irrigation_soaker,0.025,0.001,No,0.063,5506
survey_floors,survey_irrigation_xeri,-0.039,0.002,Yes,0.004,5506
survey_floors,survey_number_of_adults_summer,0.105,0.011,Yes,0.000,5467
survey_floors,survey_number_of_adults_winter,0.078,0.006,Yes,0.000,5472
survey_floors,survey_number_of_bathroom_sinks,0.303,0.092,Yes,0.000,5461
survey_floors,survey_number_of_bathtub_only,0.051,0.003,Yes,0.002,3613
survey_floors,survey_number_of_bathtub_showers,0.155,0.024,Yes,0.000,5346
survey_floors,survey_number_of_bathtubs,0.167,0.028,Yes,0.000,5506
survey_floors,survey_number_of_children_summer,0.073,0.005,Yes,0.000,5506
survey_floors,survey_number_of_children_winter,0.077,0.006,Yes,0.000,5506
survey_floors,survey_number_of_kitchen_sinks,0.127,0.016,Yes,0.000,5477
survey_floors,survey_number_of_shower_only,0.113,0.013,Yes,0.000,4682
survey_floors,survey_number_of_showers,0.207,0.043,Yes,0.000,5506
survey_floors,survey_number_of_showers_lfsh,0.066,0.004,Yes,0.000,5093
survey_floors,survey_number_of_teenagers_summer,0.110,0.012,Yes,0.000,5506
survey_floors,survey_number_of_teenagers_winter,0.111,0.012,Yes,0.000,5506
survey_floors,survey_number_of_toilets,0.391,0.153,Yes,0.000,5499
survey_floors,survey_number_of_toilets_16,0.007,0.000,No,0.615,4879
survey_floors,survey_number_of_utility_sinks,0.190,0.036,Yes,0.000,4535
survey_floors,survey_number_of_whirlpools,0.137,0.019,Yes,0.000,3750
survey_floors,survey_other_conservation,-0.005,0.000,No,0.698,5506
survey_floors,survey_other_sources,-0.045,0.002,Yes,0.001,5291
survey_floors,survey_pool,-0.084,0.007,Yes,0.000,5109
survey_floors,survey_pressure_regulator,-0.041,0.002,Yes,0.006,4496
survey_floors,survey_rain_barrel,0.069,0.005,Yes,0.000,5506
survey_floors,survey_renter,-0.072,0.005,Yes,0.000,5452
survey_floors,survey_replaced_showerheads_LF,-0.011,0.000,No,0.421,5506
survey_floors,survey_replaced_toilets_ulft,-0.027,0.001,Yes,0.046,5506
survey_floors,survey_roof_direction,-0.001,0.000,No,0.921,5464
survey_floors,survey_separate_meters,0.149,0.022,Yes,0.000,4832
survey_floors,survey_SFR,-0.015,0.000,No,0.276,5438
survey_floors,survey_stream,0.187,0.035,Yes,0.001,304
survey_floors,survey_toilet_inserts,0.027,0.001,Yes,0.045,5506
survey_floors,survey_treatment,0.110,0.012,Yes,0.000,5138
survey_floors,survey_water_feature_outdoor,0.027,0.001,Yes,0.047,5506
survey_floors,survey_water_feature_outdoor_fountain,-0.011,0.000,No,0.407,5506
survey_floors,survey_water_feature_outdoor_pond,0.045,0.002,Yes,0.001,5506
survey_floors,survey_well,-0.265,0.070,Yes,0.000,304
survey_floors,reuws1_attitude_A,-0.077,0.006,Yes,0.000,5349
survey_floors,survey_drought,-0.169,0.028,Yes,0.000,4232
survey_floors,survey_highest_grade,0.111,0.012,Yes,0.000,5315
survey_floors,AnnualKgal,0.024,0.001,No,0.092,5042
survey_floors,Averageclotheswasherloadgal,-0.023,0.001,No,0.438,1142
survey_floors,Averageshowergal,-0.009,0.000,No,0.761,1158
survey_floors,Averageshowermodeflowgpm,0.036,0.001,No,0.218,1158
survey_floors,Averageshowerseconds,-0.049,0.002,No,0.093,1158
survey_floors,Averagetoiletflushvolume,0.079,0.006,Yes,0.007,1166
survey_floors,Bathtubgpd,0.073,0.005,No,0.051,717
survey_floors,capita,0.145,0.021,Yes,0.000,5506
survey_floors,Clotheswashergpd,0.023,0.001,No,0.428,1142
survey_floors,Clotheswasherloadsperday,0.032,0.001,No,0.287,1142
survey_floors,Dishwashergpd,0.054,0.003,No,0.107,895
survey_floors,Faucetgpd,0.040,0.002,No,0.175,1166
survey_floors,IndoorGPD,0.048,0.002,No,0.102,1166
survey_floors,irrigated_area_sqft,-0.021,0.000,No,0.475,1109
survey_floors,Leakgpd,-0.018,0.000,No,0.545,1163
survey_floors,NonseasonalKgal,0.047,0.002,No,0.106,1167
survey_floors,Othergpd,0.039,0.002,No,0.203,1080
survey_floors,OutdoorGPD,0.017,0.000,No,0.573,1126
survey_floors,SeasonalKgal,-0.017,0.000,No,0.568,1167
survey_floors,Showergpd,0.021,0.000,No,0.485,1158
survey_floors,Showerminutesperday,0.007,0.000,No,0.808,1158
survey_floors,Showersperday,0.035,0.001,No,0.233,1158
survey_floors,Survey_Car_Washed,-0.009,0.000,No,0.505,5422
survey_floors,survey_home_value,0.264,0.070,Yes,0.000,4698
survey_floors,survey_homies,-0.009,0.000,No,0.520,5420
survey_floors,survey_household_income,0.230,0.053,Yes,0.000,4530
survey_floors,survey_indoor_sqft,0.366,0.134,Yes,0.000,4957
survey_floors,survey_irrigation_pct,0.109,0.012,Yes,0.000,4729
survey_floors,survey_landscape_pct,0.138,0.019,Yes,0.000,4429
survey_floors,survey_landscape_turf_pct,0.123,0.015,Yes,0.000,4455
survey_floors,survey_monthly_rent,0.247,0.061,Yes,0.000,542
survey_floors,survey_number_of_adults,0.094,0.009,Yes,0.000,5482
survey_floors,survey_number_of_children,0.076,0.006,Yes,0.000,5506
survey_floors,survey_number_of_teenagers,0.111,0.012,Yes,0.000,5506
survey_floors,survey_parcel_sqft,0.021,0.000,No,0.159,4368
survey_floors,survey_walk_washed,-0.023,0.001,No,0.089,5415
survey_floors,survey_year_built,0.127,0.016,Yes,0.000,5285
survey_floors,survey_year_moved_in,0.061,0.004,Yes,0.000,5401
survey_floors,Toiletflushstdev,0.072,0.005,Yes,0.014,1166
survey_floors,Toiletgpd,0.088,0.008,Yes,0.003,1166
survey_floors,TotalGPD,0.021,0.000,No,0.464,1166
survey_floors,survey_age_of_home,-0.127,0.016,Yes,0.000,5285
survey_floors,RandomSequence,-0.010,0.000,No,0.449,5506
survey_floors,pct_flushes_gt_2_2,0.110,0.012,Yes,0.000,1166
survey_floors,pct_flushes_lt_2_2,-0.110,0.012,Yes,0.000,1166
survey_garden_flower,survey_garden_veggie,0.373,0.139,Yes,0.000,5203
survey_garden_flower,survey_gray_water_last_few,0.071,0.005,Yes,0.000,5387
survey_garden_flower,survey_greenhouse,0.064,0.004,Yes,0.000,5117
survey_garden_flower,survey_has_alternative_source,0.142,0.020,Yes,0.014,298
survey_garden_flower,survey_has_apartment,-0.016,0.000,No,0.242,5312
survey_garden_flower,survey_has_been_audited,0.024,0.001,No,0.074,5387
survey_garden_flower,survey_hot_tub,0.043,0.002,Yes,0.002,5100
survey_garden_flower,survey_hot_water_solar,0.010,0.000,No,0.445,5387
survey_garden_flower,survey_hot_water_tankless,0.009,0.000,No,0.501,5387
survey_garden_flower,survey_household_pays,-0.026,0.001,No,0.061,5342
survey_garden_flower,survey_humidifier,0.027,0.001,No,0.050,5387
survey_garden_flower,survey_ice_maker,0.016,0.000,No,0.247,5387
survey_garden_flower,survey_irrigation,0.164,0.027,Yes,0.000,5387
survey_garden_flower,survey_irrigation_avoid_heat,0.068,0.005,Yes,0.000,5387
survey_garden_flower,survey_irrigation_efficient_system_installed,0.057,0.003,Yes,0.000,5387
survey_garden_flower,survey_irrigation_hand,0.146,0.021,Yes,0.000,5387
survey_garden_flower,survey_irrigation_HOA,-0.001,0.000,No,0.950,5387
survey_garden_flower,survey_irrigation_hose_sprinkler,0.162,0.026,Yes,0.000,5387
survey_garden_flower,survey_irrigation_inground,0.042,0.002,Yes,0.002,5387
survey_garden_flower,survey_irrigation_inground_back,0.040,0.002,Yes,0.003,5387
survey_garden_flower,Survey_Irrigation_InGround_Back_Automatic,0.024,0.001,No,0.080,5387
survey_garden_flower,survey_irrigation_inground_cycle,0.042,0.002,Yes,0.002,5387
survey_garden_flower,survey_irrigation_inground_drip,0.025,0.001,No,0.069,5387
survey_garden_flower,survey_irrigation_inground_front,0.037,0.001,Yes,0.007,5387
survey_garden_flower,Survey_Irrigation_InGround_Front_Automatic,0.028,0.001,Yes,0.037,5387
survey_garden_flower,survey_irrigation_inground_timer,0.027,0.001,Yes,0.046,5387
survey_garden_flower,survey_irrigation_inground_timer_adjusted_conservation,0.028,0.001,Yes,0.038,5387
survey_garden_flower,survey_irrigation_less_often,0.018,0.000,No,0.195,5387
survey_garden_flower,survey_irrigation_other,0.017,0.000,No,0.201,5387
survey_garden_flower,survey_irrigation_sensor_rain,-0.001,0.000,No,0.940,4706
survey_garden_flower,survey_irrigation_sensor_soil,0.008,0.000,No,0.603,4706
survey_garden_flower,survey_irrigation_soaker,0.142,0.020,Yes,0.000,5387
survey_garden_flower,survey_irrigation_xeri,0.029,0.001,Yes,0.032,5387
survey_garden_flower,survey_number_of_adults_summer,0.032,0.001,Yes,0.020,5345
survey_garden_flower,survey_number_of_adults_winter,0.026,0.001,No,0.053,5351
survey_garden_flower,survey_number_of_bathroom_sinks,0.056,0.003,Yes,0.000,5349
survey_garden_flower,survey_number_of_bathtub_only,-0.011,0.000,No,0.501,3608
survey_garden_flower,survey_number_of_bathtub_showers,0.013,0.000,No,0.340,5246
survey_garden_flower,survey_number_of_bathtubs,-0.003,0.000,No,0.807,5387
survey_garden_flower,survey_number_of_children_summer,-0.009,0.000,No,0.509,5387
survey_garden_flower,survey_number_of_children_winter,-0.011,0.000,No,0.423,5387
survey_garden_flower,survey_number_of_kitchen_sinks,0.026,0.001,No,0.057,5363
survey_garden_flower,survey_number_of_shower_only,0.057,0.003,Yes,0.000,4622
survey_garden_flower,survey_number_of_showers,0.042,0.002,Yes,0.002,5387
survey_garden_flower,survey_number_of_showers_lfsh,0.041,0.002,Yes,0.004,4984
survey_garden_flower,survey_number_of_teenagers_summer,0.023,0.001,No,0.087,5387
survey_garden_flower,survey_number_of_teenagers_winter,0.031,0.001,Yes,0.023,5387
survey_garden_flower,survey_number_of_toilets,0.078,0.006,Yes,0.000,5382
survey_garden_flower,survey_number_of_toilets_16,-0.007,0.000,No,0.626,4774
survey_garden_flower,survey_number_of_utility_sinks,0.112,0.013,Yes,0.000,4515
survey_garden_flower,survey_number_of_whirlpools,0.038,0.001,Yes,0.019,3763
survey_garden_flower,survey_other_conservation,0.019,0.000,No,0.160,5387
survey_garden_flower,survey_other_sources,0.011,0.000,No,0.434,5190
survey_garden_flower,survey_pool,-0.036,0.001,Yes,0.010,5127
survey_garden_flower,survey_pressure_regulator,0.105,0.011,Yes,0.000,4502
survey_garden_flower,survey_rain_barrel,0.053,0.003,Yes,0.000,5387
survey_garden_flower,survey_renter,-0.077,0.006,Yes,0.000,5318
survey_garden_flower,survey_replaced_showerheads_LF,0.071,0.005,Yes,0.000,5387
survey_garden_flower,survey_replaced_toilets_ulft,0.016,0.000,No,0.227,5387
survey_garden_flower,survey_roof_direction,0.021,0.000,No,0.129,5346
survey_garden_flower,survey_separate_meters,0.011,0.000,No,0.447,4724
survey_garden_flower,survey_SFR,0.040,0.002,Yes,0.004,5316
survey_garden_flower,survey_stream,0.060,0.004,No,0.304,298
survey_garden_flower,survey_toilet_inserts,0.052,0.003,Yes,0.000,5387
survey_garden_flower,survey_treatment,0.062,0.004,Yes,0.000,5137
survey_garden_flower,survey_water_feature_outdoor,0.039,0.002,Yes,0.004,5387
survey_garden_flower,survey_water_feature_outdoor_fountain,0.031,0.001,Yes,0.024,5387
survey_garden_flower,survey_water_feature_outdoor_pond,0.028,0.001,Yes,0.043,5387
survey_garden_flower,survey_well,-0.095,0.009,No,0.102,298
survey_garden_flower,reuws1_attitude_A,-0.014,0.000,No,0.321,5234
survey_garden_flower,survey_drought,-0.063,0.004,Yes,0.000,4141
survey_garden_flower,survey_highest_grade,0.086,0.007,Yes,0.000,5193
survey_garden_flower,AnnualKgal,0.056,0.003,Yes,0.000,4936
survey_garden_flower,Averageclotheswasherloadgal,-0.016,0.000,No,0.592,1124
survey_garden_flower,Averageshowergal,-0.017,0.000,No,0.564,1141
survey_garden_flower,Averageshowermodeflowgpm,-0.020,0.000,No,0.505,1141
survey_garden_flower,Averageshowerseconds,0.017,0.000,No,0.575,1141
survey_garden_flower,Averagetoiletflushvolume,0.060,0.004,Yes,0.042,1150
survey_garden_flower,Bathtubgpd,0.025,0.001,No,0.514,705
survey_garden_flower,capita,0.026,0.001,No,0.056,5387
survey_garden_flower,Clotheswashergpd,-0.000,0.000,No,0.994,1124
survey_garden_flower,Clotheswasherloadsperday,0.008,0.000,No,0.783,1124
survey_garden_flower,Dishwashergpd,0.042,0.002,No,0.209,883
survey_garden_flower,Faucetgpd,0.032,0.001,No,0.274,1150
survey_garden_flower,IndoorGPD,0.034,0.001,No,0.243,1150
survey_garden_flower,irrigated_area_sqft,0.006,0.000,No,0.837,1097
survey_garden_flower,Leakgpd,0.009,0.000,No,0.770,1147
survey_garden_flower,NonseasonalKgal,0.036,0.001,No,0.221,1151
survey_garden_flower,Othergpd,0.029,0.001,No,0.341,1066
survey_garden_flower,OutdoorGPD,0.044,0.002,No,0.146,1110
survey_garden_flower,SeasonalKgal,0.050,0.003,No,0.089,1151
survey_garden_flower,Showergpd,-0.014,0.000,No,0.634,1141
survey_garden_flower,Showerminutesperday,0.010,0.000,No,0.726,1141
survey_garden_flower,Showersperday,0.001,0.000,No,0.973,1141
survey_garden_flower,Survey_Car_Washed,0.037,0.001,Yes,0.007,5304
survey_garden_flower,survey_home_value,0.116,0.014,Yes,0.000,4601
survey_garden_flower,survey_homies,0.059,0.004,Yes,0.000,5286
survey_garden_flower,survey_household_income,0.095,0.009,Yes,0.000,4435
survey_garden_flower,survey_indoor_sqft,0.084,0.007,Yes,0.000,4833
survey_garden_flower,survey_irrigation_pct,0.078,0.006,Yes,0.000,4646
survey_garden_flower,survey_landscape_pct,0.144,0.021,Yes,0.000,4336
survey_garden_flower,survey_landscape_turf_pct,-0.016,0.000,No,0.287,4371
survey_garden_flower,survey_monthly_rent,0.160,0.025,Yes,0.000,520
survey_garden_flower,survey_number_of_adults,0.030,0.001,Yes,0.030,5360
survey_garden_flower,survey_number_of_children,-0.010,0.000,No,0.462,5387
survey_garden_flower,survey_number_of_teenagers,0.027,0.001,Yes,0.044,5387
survey_garden_flower,survey_parcel_sqft,0.033,0.001,Yes,0.031,4270
survey_garden_flower,survey_walk_washed,0.015,0.000,No,0.282,5297
survey_garden_flower,survey_year_built,-0.041,0.002,Yes,0.003,5153
survey_garden_flower,survey_year_moved_in,-0.047,0.002,Yes,0.001,5268
survey_garden_flower,Toiletflushstdev,0.059,0.003,Yes,0.047,1149
survey_garden_flower,Toiletgpd,0.067,0.005,Yes,0.022,1150
survey_garden_flower,TotalGPD,0.051,0.003,No,0.084,1150
survey_garden_flower,survey_age_of_home,0.041,0.002,Yes,0.003,5153
survey_garden_flower,RandomSequence,-0.021,0.000,No,0.122,5387
survey_garden_flower,pct_flushes_gt_2_2,0.059,0.003,Yes,0.046,1150
survey_garden_flower,pct_flushes_lt_2_2,-0.059,0.003,Yes,0.046,1150
survey_garden_veggie,survey_gray_water_last_few,0.102,0.010,Yes,0.000,5229
survey_garden_veggie,survey_greenhouse,0.058,0.003,Yes,0.000,5084
survey_garden_veggie,survey_has_alternative_source,0.027,0.001,No,0.652,290
survey_garden_veggie,survey_has_apartment,-0.013,0.000,No,0.366,5160
survey_garden_veggie,survey_has_been_audited,-0.001,0.000,No,0.957,5229
survey_garden_veggie,survey_hot_tub,0.001,0.000,No,0.920,5059
survey_garden_veggie,survey_hot_water_solar,-0.003,0.000,No,0.805,5229
survey_garden_veggie,survey_hot_water_tankless,-0.015,0.000,No,0.264,5229
survey_garden_veggie,survey_household_pays,-0.003,0.000,No,0.813,5188
survey_garden_veggie,survey_humidifier,0.044,0.002,Yes,0.002,5229
survey_garden_veggie,survey_ice_maker,-0.005,0.000,No,0.728,5229
survey_garden_veggie,survey_irrigation,0.084,0.007,Yes,0.000,5229
survey_garden_veggie,survey_irrigation_avoid_heat,0.041,0.002,Yes,0.003,5229
survey_garden_veggie,survey_irrigation_efficient_system_installed,0.050,0.003,Yes,0.000,5229
survey_garden_veggie,survey_irrigation_hand,0.132,0.017,Yes,0.000,5229
survey_garden_veggie,survey_irrigation_HOA,-0.015,0.000,No,0.264,5229
survey_garden_veggie,survey_irrigation_hose_sprinkler,0.156,0.024,Yes,0.000,5229
survey_garden_veggie,survey_irrigation_inground,-0.033,0.001,Yes,0.017,5229
survey_garden_veggie,survey_irrigation_inground_back,-0.030,0.001,Yes,0.032,5229
survey_garden_veggie,Survey_Irrigation_InGround_Back_Automatic,-0.047,0.002,Yes,0.001,5229
survey_garden_veggie,survey_irrigation_inground_cycle,0.005,0.000,No,0.742,5229
survey_garden_veggie,survey_irrigation_inground_drip,0.003,0.000,No,0.838,5229
survey_garden_veggie,survey_irrigation_inground_front,-0.033,0.001,Yes,0.016,5229
survey_garden_veggie,Survey_Irrigation_InGround_Front_Automatic,-0.049,0.002,Yes,0.000,5229
survey_garden_veggie,survey_irrigation_inground_timer,-0.050,0.003,Yes,0.000,5229
survey_garden_veggie,survey_irrigation_inground_timer_adjusted_conservation,-0.019,0.000,No,0.174,5229
survey_garden_veggie,survey_irrigation_less_often,0.032,0.001,Yes,0.021,5229
survey_garden_veggie,survey_irrigation_other,0.024,0.001,No,0.089,5229
survey_garden_veggie,survey_irrigation_sensor_rain,-0.010,0.000,No,0.515,4587
survey_garden_veggie,survey_irrigation_sensor_soil,-0.002,0.000,No,0.869,4587
survey_garden_veggie,survey_irrigation_soaker,0.131,0.017,Yes,0.000,5229
survey_garden_veggie,survey_irrigation_xeri,0.025,0.001,No,0.075,5229
survey_garden_veggie,survey_number_of_adults_summer,0.060,0.004,Yes,0.000,5193
survey_garden_veggie,survey_number_of_adults_winter,0.061,0.004,Yes,0.000,5199
survey_garden_veggie,survey_number_of_bathroom_sinks,-0.049,0.002,Yes,0.000,5196
survey_garden_veggie,survey_number_of_bathtub_only,-0.031,0.001,No,0.064,3564
survey_garden_veggie,survey_number_of_bathtub_showers,-0.037,0.001,Yes,0.008,5101
survey_garden_veggie,survey_number_of_bathtubs,-0.052,0.003,Yes,0.000,5229
survey_garden_veggie,survey_number_of_children_summer,0.038,0.001,Yes,0.006,5229
survey_garden_veggie,survey_number_of_children_winter,0.039,0.002,Yes,0.004,5229
survey_garden_veggie,survey_number_of_kitchen_sinks,0.008,0.000,No,0.540,5208
survey_garden_veggie,survey_number_of_shower_only,-0.021,0.000,No,0.151,4539
survey_garden_veggie,survey_number_of_showers,-0.052,0.003,Yes,0.000,5229
survey_garden_veggie,survey_number_of_showers_lfsh,0.002,0.000,No,0.903,4840
survey_garden_veggie,survey_number_of_teenagers_summer,0.009,0.000,No,0.529,5229
survey_garden_veggie,survey_number_of_teenagers_winter,0.022,0.000,No,0.117,5229
survey_garden_veggie,survey_number_of_toilets,-0.029,0.001,Yes,0.037,5225
survey_garden_veggie,survey_number_of_toilets_16,-0.034,0.001,Yes,0.022,4637
survey_garden_veggie,survey_number_of_utility_sinks,0.033,0.001,Yes,0.029,4457
survey_garden_veggie,survey_number_of_whirlpools,-0.019,0.000,No,0.242,3742
survey_garden_veggie,survey_other_conservation,0.027,0.001,No,0.053,5229
survey_garden_veggie,survey_other_sources,0.031,0.001,Yes,0.028,5042
survey_garden_veggie,survey_pool,-0.072,0.005,Yes,0.000,5076
survey_garden_veggie,survey_pressure_regulator,0.053,0.003,Yes,0.000,4450
survey_garden_veggie,survey_rain_barrel,0.040,0.002,Yes,0.004,5229
survey_garden_veggie,survey_renter,-0.018,0.000,No,0.197,5166
survey_garden_veggie,survey_replaced_showerheads_LF,0.067,0.005,Yes,0.000,5229
survey_garden_veggie,survey_replaced_toilets_ulft,0.012,0.000,No,0.367,5229
survey_garden_veggie,survey_roof_direction,0.012,0.000,No,0.396,5188
survey_garden_veggie,survey_separate_meters,0.009,0.000,No,0.562,4594
survey_garden_veggie,survey_SFR,0.055,0.003,Yes,0.000,5163
survey_garden_veggie,survey_stream,-0.063,0.004,No,0.287,290
survey_garden_veggie,survey_toilet_inserts,0.026,0.001,No,0.062,5229
survey_garden_veggie,survey_treatment,-0.010,0.000,No,0.492,5084
survey_garden_veggie,survey_water_feature_outdoor,0.001,0.000,No,0.938,5229
survey_garden_veggie,survey_water_feature_outdoor_fountain,-0.005,0.000,No,0.716,5229
survey_garden_veggie,survey_water_feature_outdoor_pond,0.008,0.000,No,0.560,5229
survey_garden_veggie,survey_well,0.000,0.000,No,1.000,290
survey_garden_veggie,reuws1_attitude_A,-0.039,0.002,Yes,0.006,5081
survey_garden_veggie,survey_drought,-0.049,0.002,Yes,0.002,4012
survey_garden_veggie,survey_highest_grade,0.013,0.000,No,0.364,5050
survey_garden_veggie,AnnualKgal,0.006,0.000,No,0.663,4791
survey_garden_veggie,Averageclotheswasherloadgal,-0.010,0.000,No,0.741,1096
survey_garden_veggie,Averageshowergal,0.003,0.000,No,0.912,1114
survey_garden_veggie,Averageshowermodeflowgpm,0.023,0.001,No,0.448,1114
survey_garden_veggie,Averageshowerseconds,-0.018,0.000,No,0.549,1114
survey_garden_veggie,Averagetoiletflushvolume,0.046,0.002,No,0.127,1122
survey_garden_veggie,Bathtubgpd,0.031,0.001,No,0.419,691
survey_garden_veggie,capita,0.068,0.005,Yes,0.000,5229
survey_garden_veggie,Clotheswashergpd,-0.023,0.001,No,0.455,1096
