var1,var2,Pearson coefficient (r),r-squared,Significance,p-value,Support (n)
survey_conservation_shower_short,survey_faucet_drips_repaired,0.169,0.029,Yes,0.000,5574
survey_conservation_shower_short,survey_gray_water_last_few,0.096,0.009,Yes,0.000,5574
survey_conservation_shower_short,survey_car_washed_less_often,0.242,0.058,Yes,0.000,5574
survey_conservation_shower_short,survey_irrigation_less_often,0.206,0.042,Yes,0.000,5574
survey_conservation_shower_short,survey_irrigation_avoid_heat,0.167,0.028,Yes,0.000,5574
survey_conservation_shower_short,survey_irrigation_xeri,0.047,0.002,Yes,0.000,5574
survey_conservation_shower_short,survey_irrigation_inground_timer_adjusted_conservation,0.081,0.006,Yes,0.000,5574
survey_conservation_shower_short,survey_irrigation_efficient_system_installed,0.021,0.000,No,0.122,5574
survey_conservation_shower_short,survey_irrigation_inground_cycle,0.046,0.002,Yes,0.001,5574
survey_conservation_shower_short,survey_has_been_audited,0.028,0.001,Yes,0.034,5574
survey_conservation_shower_short,survey_other_conservation,-0.021,0.000,No,0.112,5574
survey_conservation_shower_short,survey_number_of_adults_winter,0.043,0.002,Yes,0.001,5534
survey_conservation_shower_short,survey_number_of_teenagers_winter,0.027,0.001,Yes,0.045,5574
survey_conservation_shower_short,survey_number_of_children_winter,0.002,0.000,No,0.888,5574
survey_conservation_shower_short,survey_number_of_adults_summer,0.034,0.001,Yes,0.011,5530
survey_conservation_shower_short,survey_number_of_teenagers_summer,0.024,0.001,No,0.079,5574
survey_conservation_shower_short,survey_number_of_children_summer,0.005,0.000,No,0.735,5574
survey_conservation_shower_short,survey_number_of_toilets,0.009,0.000,No,0.513,5566
survey_conservation_shower_short,survey_number_of_bathtub_showers,0.025,0.001,No,0.065,5409
survey_conservation_shower_short,survey_number_of_bathtub_only,0.019,0.000,No,0.247,3652
survey_conservation_shower_short,survey_number_of_shower_only,0.029,0.001,Yes,0.044,4724
survey_conservation_shower_short,survey_number_of_whirlpools,-0.006,0.000,No,0.695,3786
survey_conservation_shower_short,survey_number_of_bathroom_sinks,0.013,0.000,No,0.353,5527
survey_conservation_shower_short,survey_number_of_kitchen_sinks,-0.009,0.000,No,0.492,5545
survey_conservation_shower_short,survey_number_of_utility_sinks,-0.003,0.000,No,0.817,4581
survey_conservation_shower_short,survey_number_of_bathtubs,0.035,0.001,Yes,0.008,5574
survey_conservation_shower_short,survey_number_of_showers,0.041,0.002,Yes,0.002,5574
survey_conservation_shower_short,survey_disposal,0.018,0.000,No,0.184,5467
survey_conservation_shower_short,survey_clothes_washer_top,-0.002,0.000,No,0.884,5536
survey_conservation_shower_short,survey_clothes_washer_front,0.027,0.001,No,0.059,4885
survey_conservation_shower_short,survey_dishwasher,-0.009,0.000,No,0.490,5438
survey_conservation_shower_short,survey_pool,0.041,0.002,Yes,0.003,5165
survey_conservation_shower_short,survey_hot_tub,0.001,0.000,No,0.962,5138
survey_conservation_shower_short,survey_evap_cooler,-0.022,0.000,No,0.118,5113
survey_conservation_shower_short,survey_pressure_regulator,0.044,0.002,Yes,0.003,4550
survey_conservation_shower_short,survey_treatment,0.002,0.000,No,0.877,5194
survey_conservation_shower_short,survey_greenhouse,0.017,0.000,No,0.224,5142
survey_conservation_shower_short,survey_garden_flower,0.011,0.000,No,0.437,5387
survey_conservation_shower_short,survey_garden_veggie,0.002,0.000,No,0.860,5229
survey_conservation_shower_short,survey_clothes_washer,0.003,0.000,No,0.840,5548
survey_conservation_shower_short,survey_aquarium,0.021,0.000,No,0.110,5574
survey_conservation_shower_short,survey_hot_water_solar,0.021,0.000,No,0.116,5574
survey_conservation_shower_short,survey_humidifier,0.007,0.000,No,0.595,5574
survey_conservation_shower_short,survey_ice_maker,-0.023,0.001,No,0.093,5574
survey_conservation_shower_short,survey_hot_water_tankless,-0.006,0.000,No,0.668,5574
survey_conservation_shower_short,survey_water_feature_outdoor_fountain,-0.007,0.000,No,0.577,5574
survey_conservation_shower_short,survey_water_feature_outdoor_pond,-0.005,0.000,No,0.683,5574
survey_conservation_shower_short,survey_water_feature_outdoor,-0.010,0.000,No,0.474,5574
survey_conservation_shower_short,survey_number_of_showers_lfsh,0.057,0.003,Yes,0.000,5149
survey_conservation_shower_short,survey_number_of_toilets_16,0.052,0.003,Yes,0.000,4938
survey_conservation_shower_short,survey_other_sources,-0.023,0.001,No,0.099,5347
survey_conservation_shower_short,survey_canal_ditch,-0.102,0.010,No,0.074,305
survey_conservation_shower_short,survey_cistern,0.024,0.001,No,0.681,305
survey_conservation_shower_short,survey_well,-0.076,0.006,No,0.184,305
survey_conservation_shower_short,survey_stream,0.015,0.000,No,0.788,305
survey_conservation_shower_short,survey_has_alternative_source,0.103,0.011,No,0.073,305
survey_conservation_shower_short,survey_rain_barrel,-0.016,0.000,No,0.222,5574
survey_conservation_shower_short,survey_roof_direction,0.021,0.000,No,0.122,5532
survey_conservation_shower_short,survey_irrigation,0.001,0.000,No,0.928,5574
survey_conservation_shower_short,survey_irrigation_inground,0.028,0.001,Yes,0.039,5574
survey_conservation_shower_short,survey_irrigation_HOA,0.013,0.000,No,0.321,5574
survey_conservation_shower_short,Survey_Irrigation_InGround_Front_Automatic,-0.000,0.000,No,0.988,5574
survey_conservation_shower_short,Survey_Irrigation_InGround_Back_Automatic,-0.001,0.000,No,0.952,5574
survey_conservation_shower_short,survey_irrigation_inground_timer,-0.001,0.000,No,0.969,5574
survey_conservation_shower_short,survey_irrigation_sensor_rain,0.012,0.000,No,0.386,4847
survey_conservation_shower_short,survey_irrigation_sensor_soil,0.025,0.001,No,0.084,4847
survey_conservation_shower_short,survey_conservation,0.243,0.059,Yes,0.000,5318
survey_conservation_shower_short,survey_SFR,0.012,0.000,No,0.364,5498
survey_conservation_shower_short,survey_has_apartment,-0.001,0.000,No,0.952,5493
survey_conservation_shower_short,survey_separate_meters,-0.035,0.001,Yes,0.014,4890
survey_conservation_shower_short,survey_household_pays,-0.023,0.001,No,0.088,5527
survey_conservation_shower_short,survey_adults_employed,-0.006,0.000,No,0.652,5465
survey_conservation_shower_short,survey_floors,-0.039,0.002,Yes,0.003,5506
survey_conservation_shower_short,survey_renter,0.030,0.001,Yes,0.027,5498
survey_conservation_shower_short,reuws1_attitude_A,0.157,0.025,Yes,0.000,5399
survey_conservation_shower_short,survey_drought,0.110,0.012,Yes,0.000,4267
survey_conservation_shower_short,survey_highest_grade,-0.011,0.000,No,0.407,5357
survey_conservation_shower_short,irrigated_area_sqft,-0.036,0.001,No,0.225,1130
survey_conservation_shower_short,Q3,-0.004,0.000,No,0.793,5259
survey_conservation_shower_short,Q4no,-0.002,0.000,No,0.907,5573
survey_conservation_shower_short,Q4year,0.007,0.000,No,0.593,5574
survey_conservation_shower_short,Q5no,0.003,0.000,No,0.823,5574
survey_conservation_shower_short,Q5year,-0.000,0.000,No,0.978,5574
survey_conservation_shower_short,Q6,0.021,0.000,No,0.116,5574
survey_conservation_shower_short,Q13,0.047,0.002,Yes,0.001,5422
survey_conservation_shower_short,Q14,-0.000,0.000,No,0.979,5414
survey_conservation_shower_short,Q20,0.030,0.001,Yes,0.024,5574
survey_conservation_shower_short,Q23no,-0.021,0.000,No,0.110,5574
survey_conservation_shower_short,Q23length,0.036,0.001,Yes,0.008,5574
survey_conservation_shower_short,Q23width,0.032,0.001,Yes,0.016,5574
survey_conservation_shower_short,Q23depth,0.035,0.001,Yes,0.008,5574
survey_conservation_shower_short,survey_year,0.000,0.000,No,1.000,5574
survey_conservation_shower_short,survey_parcel_sqft,-0.015,0.000,No,0.334,4405
survey_conservation_shower_short,survey_landscape_pct,-0.059,0.004,Yes,0.000,4470
survey_conservation_shower_short,survey_landscape_turf_pct,-0.092,0.009,Yes,0.000,4495
survey_conservation_shower_short,survey_irrigation_pct,-0.060,0.004,Yes,0.000,4769
survey_conservation_shower_short,Survey_Car_Washed,0.028,0.001,Yes,0.040,5485
survey_conservation_shower_short,survey_walk_washed,-0.001,0.000,No,0.913,5476
survey_conservation_shower_short,survey_number_of_adults,0.039,0.002,Yes,0.004,5545
survey_conservation_shower_short,survey_number_of_teenagers,0.025,0.001,No,0.058,5574
survey_conservation_shower_short,survey_number_of_children,0.003,0.000,No,0.809,5574
survey_conservation_shower_short,capita,0.034,0.001,Yes,0.012,5574
survey_conservation_shower_short,survey_homies,0.042,0.002,Yes,0.002,5465
survey_conservation_shower_short,survey_year_built,0.022,0.001,No,0.101,5330
survey_conservation_shower_short,survey_year_moved_in,-0.017,0.000,No,0.210,5443
survey_conservation_shower_short,survey_indoor_sqft,-0.001,0.000,No,0.950,4984
survey_conservation_shower_short,survey_monthly_rent,0.132,0.018,Yes,0.002,546
survey_conservation_shower_short,survey_home_value,0.038,0.001,Yes,0.009,4735
survey_conservation_shower_short,survey_household_income,-0.022,0.000,No,0.139,4564
survey_conservation_shower_short,TraceLengthDays,0.014,0.000,No,0.619,1187
survey_conservation_shower_short,TotalGPD,0.035,0.001,No,0.232,1187
survey_conservation_shower_short,IndoorGPD,0.046,0.002,No,0.115,1187
survey_conservation_shower_short,OutdoorGPD,0.027,0.001,No,0.354,1146
survey_conservation_shower_short,Bathtubgpd,-0.007,0.000,No,0.860,725
survey_conservation_shower_short,Clotheswashergpd,0.097,0.009,Yes,0.001,1160
survey_conservation_shower_short,Dishwashergpd,-0.047,0.002,No,0.162,906
survey_conservation_shower_short,Faucetgpd,0.077,0.006,Yes,0.008,1187
survey_conservation_shower_short,Leakgpd,-0.026,0.001,No,0.371,1184
survey_conservation_shower_short,Othergpd,0.014,0.000,No,0.653,1099
survey_conservation_shower_short,Showergpd,0.036,0.001,No,0.222,1178
survey_conservation_shower_short,Toiletgpd,0.021,0.000,No,0.474,1187
survey_conservation_shower_short,Averageclotheswasherloadgal,-0.015,0.000,No,0.614,1160
survey_conservation_shower_short,Clotheswasherloadsperday,0.090,0.008,Yes,0.002,1160
survey_conservation_shower_short,Averageshowerseconds,-0.023,0.001,No,0.421,1178
survey_conservation_shower_short,Averageshowergal,-0.070,0.005,Yes,0.016,1178
survey_conservation_shower_short,Averageshowermodeflowgpm,-0.081,0.007,Yes,0.005,1178
survey_conservation_shower_short,Showersperday,0.072,0.005,Yes,0.013,1178
survey_conservation_shower_short,Showerminutesperday,0.057,0.003,Yes,0.050,1178
survey_conservation_shower_short,Averagetoiletflushvolume,-0.027,0.001,No,0.351,1187
survey_conservation_shower_short,Toiletflushstdev,-0.055,0.003,No,0.056,1186
survey_conservation_shower_short,survey_age_of_home,-0.022,0.001,No,0.101,5330
survey_conservation_shower_short,pct_flushes_gt_2_2,0.004,0.000,No,0.900,1187
survey_conservation_shower_short,pct_flushes_lt_2_2,-0.004,0.000,No,0.900,1187
survey_conservation_shower_short,RandomSequence,-0.026,0.001,No,0.055,5574
survey_conservation_shower_short,NormalizedAnnual,-0.015,0.000,No,0.287,5104
survey_conservation_shower_short,NormalizedNonseasonal,0.005,0.000,No,0.862,1188
survey_conservation_shower_short,NormalizedSeasonal,-0.036,0.001,No,0.246,1063
survey_conservation_shower_short,StandardizedAnnualresidualbyfamily,-0.034,0.001,Yes,0.015,5075
survey_conservation_shower_short,StandardizedNonseasonalresidualbyfamily,-0.047,0.002,No,0.103,1188
survey_conservation_shower_short,StandardizedSeasonalresidualbyfamily,-0.051,0.003,No,0.094,1063
survey_replaced_showerheads_LF,survey_toilet_inserts,0.275,0.076,Yes,0.000,5574
survey_replaced_showerheads_LF,survey_replaced_toilets_ulft,0.237,0.056,Yes,0.000,5574
survey_replaced_showerheads_LF,survey_disposal_used_less,0.077,0.006,Yes,0.000,5574
survey_replaced_showerheads_LF,survey_dishwasher_used_less,0.139,0.019,Yes,0.000,5574
survey_replaced_showerheads_LF,survey_clothes_washer_used_less,0.098,0.010,Yes,0.000,5574
survey_replaced_showerheads_LF,survey_faucet_drips_repaired,0.120,0.014,Yes,0.000,5574
survey_replaced_showerheads_LF,survey_gray_water_last_few,0.041,0.002,Yes,0.002,5574
survey_replaced_showerheads_LF,survey_car_washed_less_often,0.112,0.013,Yes,0.000,5574
survey_replaced_showerheads_LF,survey_irrigation_less_often,0.116,0.014,Yes,0.000,5574
survey_replaced_showerheads_LF,survey_irrigation_avoid_heat,0.147,0.022,Yes,0.000,5574
survey_replaced_showerheads_LF,survey_irrigation_xeri,0.097,0.009,Yes,0.000,5574
survey_replaced_showerheads_LF,survey_irrigation_inground_timer_adjusted_conservation,0.056,0.003,Yes,0.000,5574
survey_replaced_showerheads_LF,survey_irrigation_efficient_system_installed,0.081,0.007,Yes,0.000,5574
survey_replaced_showerheads_LF,survey_irrigation_inground_cycle,0.026,0.001,No,0.051,5574
survey_replaced_showerheads_LF,survey_has_been_audited,0.076,0.006,Yes,0.000,5574
survey_replaced_showerheads_LF,survey_other_conservation,-0.019,0.000,No,0.161,5574
survey_replaced_showerheads_LF,survey_number_of_adults_winter,0.075,0.006,Yes,0.000,5534
survey_replaced_showerheads_LF,survey_number_of_teenagers_winter,0.054,0.003,Yes,0.000,5574
survey_replaced_showerheads_LF,survey_number_of_children_winter,-0.023,0.001,No,0.084,5574
survey_replaced_showerheads_LF,survey_number_of_adults_summer,0.082,0.007,Yes,0.000,5530
survey_replaced_showerheads_LF,survey_number_of_teenagers_summer,0.053,0.003,Yes,0.000,5574
survey_replaced_showerheads_LF,survey_number_of_children_summer,-0.021,0.000,No,0.111,5574
survey_replaced_showerheads_LF,survey_number_of_toilets,0.005,0.000,No,0.697,5566
survey_replaced_showerheads_LF,survey_number_of_bathtub_showers,-0.001,0.000,No,0.952,5409
survey_replaced_showerheads_LF,survey_number_of_bathtub_only,-0.021,0.000,No,0.213,3652
survey_replaced_showerheads_LF,survey_number_of_shower_only,0.003,0.000,No,0.824,4724
survey_replaced_showerheads_LF,survey_number_of_whirlpools,0.001,0.000,No,0.962,3786
survey_replaced_showerheads_LF,survey_number_of_bathroom_sinks,-0.012,0.000,No,0.389,5527
survey_replaced_showerheads_LF,survey_number_of_kitchen_sinks,0.007,0.000,No,0.600,5545
survey_replaced_showerheads_LF,survey_number_of_utility_sinks,0.036,0.001,Yes,0.014,4581
survey_replaced_showerheads_LF,survey_number_of_bathtubs,-0.008,0.000,No,0.526,5574
survey_replaced_showerheads_LF,survey_number_of_showers,0.014,0.000,No,0.312,5574
survey_replaced_showerheads_LF,survey_disposal,-0.025,0.001,No,0.065,5467
survey_replaced_showerheads_LF,survey_clothes_washer_top,0.066,0.004,Yes,0.000,5536
survey_replaced_showerheads_LF,survey_clothes_washer_front,-0.026,0.001,No,0.073,4885
survey_replaced_showerheads_LF,survey_dishwasher,0.031,0.001,Yes,0.024,5438
survey_replaced_showerheads_LF,survey_pool,0.010,0.000,No,0.463,5165
survey_replaced_showerheads_LF,survey_hot_tub,0.033,0.001,Yes,0.017,5138
survey_replaced_showerheads_LF,survey_evap_cooler,-0.043,0.002,Yes,0.002,5113
survey_replaced_showerheads_LF,survey_pressure_regulator,0.071,0.005,Yes,0.000,4550
survey_replaced_showerheads_LF,survey_treatment,0.031,0.001,Yes,0.023,5194
survey_replaced_showerheads_LF,survey_greenhouse,0.032,0.001,Yes,0.020,5142
survey_replaced_showerheads_LF,survey_garden_flower,0.071,0.005,Yes,0.000,5387
survey_replaced_showerheads_LF,survey_garden_veggie,0.067,0.005,Yes,0.000,5229
survey_replaced_showerheads_LF,survey_clothes_washer,0.068,0.005,Yes,0.000,5548
survey_replaced_showerheads_LF,survey_aquarium,0.019,0.000,No,0.148,5574
survey_replaced_showerheads_LF,survey_hot_water_solar,-0.007,0.000,No,0.608,5574
survey_replaced_showerheads_LF,survey_humidifier,-0.024,0.001,No,0.077,5574
survey_replaced_showerheads_LF,survey_ice_maker,0.006,0.000,No,0.680,5574
survey_replaced_showerheads_LF,survey_hot_water_tankless,-0.011,0.000,No,0.429,5574
survey_replaced_showerheads_LF,survey_water_feature_outdoor_fountain,0.008,0.000,No,0.568,5574
survey_replaced_showerheads_LF,survey_water_feature_outdoor_pond,0.011,0.000,No,0.409,5574
survey_replaced_showerheads_LF,survey_water_feature_outdoor,0.014,0.000,No,0.307,5574
survey_replaced_showerheads_LF,survey_number_of_showers_lfsh,0.504,0.254,Yes,0.000,5149
survey_replaced_showerheads_LF,survey_number_of_toilets_16,0.173,0.030,Yes,0.000,4938
survey_replaced_showerheads_LF,survey_other_sources,0.036,0.001,Yes,0.008,5347
survey_replaced_showerheads_LF,survey_canal_ditch,-0.105,0.011,No,0.068,305
survey_replaced_showerheads_LF,survey_cistern,0.144,0.021,Yes,0.012,305
survey_replaced_showerheads_LF,survey_well,0.019,0.000,No,0.741,305
survey_replaced_showerheads_LF,survey_stream,-0.014,0.000,No,0.803,305
survey_replaced_showerheads_LF,survey_has_alternative_source,-0.010,0.000,No,0.862,305
survey_replaced_showerheads_LF,survey_rain_barrel,0.026,0.001,Yes,0.048,5574
survey_replaced_showerheads_LF,survey_roof_direction,0.041,0.002,Yes,0.002,5532
survey_replaced_showerheads_LF,survey_irrigation,0.040,0.002,Yes,0.003,5574
survey_replaced_showerheads_LF,survey_irrigation_inground,-0.011,0.000,No,0.413,5574
survey_replaced_showerheads_LF,survey_irrigation_HOA,0.008,0.000,No,0.532,5574
survey_replaced_showerheads_LF,Survey_Irrigation_InGround_Front_Automatic,-0.030,0.001,Yes,0.024,5574
survey_replaced_showerheads_LF,Survey_Irrigation_InGround_Back_Automatic,-0.040,0.002,Yes,0.003,5574
survey_replaced_showerheads_LF,survey_irrigation_inground_timer,-0.037,0.001,Yes,0.006,5574
survey_replaced_showerheads_LF,survey_irrigation_sensor_rain,0.018,0.000,No,0.200,4847
survey_replaced_showerheads_LF,survey_irrigation_sensor_soil,0.020,0.000,No,0.157,4847
survey_replaced_showerheads_LF,survey_conservation,0.272,0.074,Yes,0.000,5318
survey_replaced_showerheads_LF,survey_SFR,0.025,0.001,No,0.062,5498
survey_replaced_showerheads_LF,survey_has_apartment,-0.006,0.000,No,0.637,5493
survey_replaced_showerheads_LF,survey_separate_meters,-0.060,0.004,Yes,0.000,4890
survey_replaced_showerheads_LF,survey_household_pays,-0.038,0.001,Yes,0.005,5527
survey_replaced_showerheads_LF,survey_adults_employed,0.039,0.002,Yes,0.004,5465
survey_replaced_showerheads_LF,survey_floors,-0.011,0.000,No,0.421,5506
survey_replaced_showerheads_LF,survey_renter,-0.063,0.004,Yes,0.000,5498
survey_replaced_showerheads_LF,reuws1_attitude_A,0.113,0.013,Yes,0.000,5399
survey_replaced_showerheads_LF,survey_drought,-0.027,0.001,No,0.079,4267
survey_replaced_showerheads_LF,survey_highest_grade,0.014,0.000,No,0.293,5357
survey_replaced_showerheads_LF,irrigated_area_sqft,-0.022,0.000,No,0.466,1130
survey_replaced_showerheads_LF,Q3,0.007,0.000,No,0.607,5259
survey_replaced_showerheads_LF,Q4no,-0.064,0.004,Yes,0.000,5573
survey_replaced_showerheads_LF,Q4year,0.083,0.007,Yes,0.000,5574
survey_replaced_showerheads_LF,Q5no,-0.031,0.001,Yes,0.021,5574
survey_replaced_showerheads_LF,Q5year,0.064,0.004,Yes,0.000,5574
survey_replaced_showerheads_LF,Q6,-0.015,0.000,No,0.275,5574
survey_replaced_showerheads_LF,Q13,-0.038,0.001,Yes,0.005,5422
survey_replaced_showerheads_LF,Q14,-0.005,0.000,No,0.739,5414
survey_replaced_showerheads_LF,Q20,0.071,0.005,Yes,0.000,5574
survey_replaced_showerheads_LF,Q23no,0.002,0.000,No,0.868,5574
survey_replaced_showerheads_LF,Q23length,0.025,0.001,No,0.066,5574
survey_replaced_showerheads_LF,Q23width,0.020,0.000,No,0.127,5574
survey_replaced_showerheads_LF,Q23depth,0.018,0.000,No,0.175,5574
survey_replaced_showerheads_LF,survey_year,0.000,0.000,No,1.000,5574
survey_replaced_showerheads_LF,survey_parcel_sqft,0.000,0.000,No,0.974,4405
survey_replaced_showerheads_LF,survey_landscape_pct,0.014,0.000,No,0.332,4470
survey_replaced_showerheads_LF,survey_landscape_turf_pct,-0.031,0.001,Yes,0.037,4495
survey_replaced_showerheads_LF,survey_irrigation_pct,-0.021,0.000,No,0.148,4769
survey_replaced_showerheads_LF,Survey_Car_Washed,0.041,0.002,Yes,0.002,5485
survey_replaced_showerheads_LF,survey_walk_washed,-0.040,0.002,Yes,0.003,5476
survey_replaced_showerheads_LF,survey_number_of_adults,0.080,0.006,Yes,0.000,5545
survey_replaced_showerheads_LF,survey_number_of_teenagers,0.054,0.003,Yes,0.000,5574
survey_replaced_showerheads_LF,survey_number_of_children,-0.022,0.001,No,0.094,5574
survey_replaced_showerheads_LF,capita,0.056,0.003,Yes,0.000,5574
survey_replaced_showerheads_LF,survey_homies,0.037,0.001,Yes,0.007,5465
survey_replaced_showerheads_LF,survey_year_built,-0.046,0.002,Yes,0.001,5330
survey_replaced_showerheads_LF,survey_year_moved_in,-0.026,0.001,No,0.055,5443
survey_replaced_showerheads_LF,survey_indoor_sqft,-0.025,0.001,No,0.075,4984
survey_replaced_showerheads_LF,survey_monthly_rent,-0.041,0.002,No,0.341,546
survey_replaced_showerheads_LF,survey_home_value,-0.011,0.000,No,0.431,4735
survey_replaced_showerheads_LF,survey_household_income,0.007,0.000,No,0.647,4564
survey_replaced_showerheads_LF,TraceLengthDays,-0.010,0.000,No,0.719,1187
survey_replaced_showerheads_LF,TotalGPD,0.019,0.000,No,0.520,1187
survey_replaced_showerheads_LF,IndoorGPD,0.009,0.000,No,0.756,1187
survey_replaced_showerheads_LF,OutdoorGPD,0.020,0.000,No,0.502,1146
survey_replaced_showerheads_LF,Bathtubgpd,-0.020,0.000,No,0.600,725
survey_replaced_showerheads_LF,Clotheswashergpd,0.074,0.006,Yes,0.011,1160
survey_replaced_showerheads_LF,Dishwashergpd,-0.027,0.001,No,0.419,906
survey_replaced_showerheads_LF,Faucetgpd,0.021,0.000,No,0.479,1187
survey_replaced_showerheads_LF,Leakgpd,-0.037,0.001,No,0.198,1184
survey_replaced_showerheads_LF,Othergpd,0.012,0.000,No,0.688,1099
survey_replaced_showerheads_LF,Showergpd,-0.009,0.000,No,0.765,1178
survey_replaced_showerheads_LF,Toiletgpd,-0.011,0.000,No,0.707,1187
survey_replaced_showerheads_LF,Averageclotheswasherloadgal,-0.007,0.000,No,0.804,1160
survey_replaced_showerheads_LF,Clotheswasherloadsperday,0.075,0.006,Yes,0.011,1160
survey_replaced_showerheads_LF,Averageshowerseconds,0.034,0.001,No,0.244,1178
survey_replaced_showerheads_LF,Averageshowergal,-0.066,0.004,Yes,0.024,1178
survey_replaced_showerheads_LF,Averageshowermodeflowgpm,-0.120,0.014,Yes,0.000,1178
survey_replaced_showerheads_LF,Showersperday,0.014,0.000,No,0.635,1178
survey_replaced_showerheads_LF,Showerminutesperday,0.025,0.001,No,0.389,1178
survey_replaced_showerheads_LF,Averagetoiletflushvolume,-0.037,0.001,No,0.203,1187
survey_replaced_showerheads_LF,Toiletflushstdev,-0.032,0.001,No,0.272,1186
survey_replaced_showerheads_LF,survey_age_of_home,0.046,0.002,Yes,0.001,5330
survey_replaced_showerheads_LF,pct_flushes_gt_2_2,-0.047,0.002,No,0.108,1187
survey_replaced_showerheads_LF,pct_flushes_lt_2_2,0.047,0.002,No,0.108,1187
survey_replaced_showerheads_LF,RandomSequence,-0.014,0.000,No,0.282,5574
survey_replaced_showerheads_LF,NormalizedAnnual,0.033,0.001,Yes,0.017,5104
survey_replaced_showerheads_LF,NormalizedNonseasonal,0.000,0.000,No,0.993,1188
survey_replaced_showerheads_LF,NormalizedSeasonal,0.020,0.000,No,0.525,1063
survey_replaced_showerheads_LF,StandardizedAnnualresidualbyfamily,0.003,0.000,No,0.833,5075
survey_replaced_showerheads_LF,StandardizedNonseasonalresidualbyfamily,-0.035,0.001,No,0.225,1188
survey_replaced_showerheads_LF,StandardizedSeasonalresidualbyfamily,0.011,0.000,No,0.731,1063
survey_toilet_inserts,survey_replaced_toilets_ulft,0.076,0.006,Yes,0.000,5574
survey_toilet_inserts,survey_disposal_used_less,0.060,0.004,Yes,0.000,5574
survey_toilet_inserts,survey_dishwasher_used_less,0.078,0.006,Yes,0.000,5574
survey_toilet_inserts,survey_clothes_washer_used_less,0.069,0.005,Yes,0.000,5574
survey_toilet_inserts,survey_faucet_drips_repaired,0.120,0.014,Yes,0.000,5574
survey_toilet_inserts,survey_gray_water_last_few,0.066,0.004,Yes,0.000,5574
survey_toilet_inserts,survey_car_washed_less_often,0.065,0.004,Yes,0.000,5574
survey_toilet_inserts,survey_irrigation_less_often,0.083,0.007,Yes,0.000,5574
survey_toilet_inserts,survey_irrigation_avoid_heat,0.102,0.010,Yes,0.000,5574
survey_toilet_inserts,survey_irrigation_xeri,0.037,0.001,Yes,0.006,5574
survey_toilet_inserts,survey_irrigation_inground_timer_adjusted_conservation,0.031,0.001,Yes,0.022,5574
survey_toilet_inserts,survey_irrigation_efficient_system_installed,0.064,0.004,Yes,0.000,5574
survey_toilet_inserts,survey_irrigation_inground_cycle,0.030,0.001,Yes,0.027,5574
survey_toilet_inserts,survey_has_been_audited,0.082,0.007,Yes,0.000,5574
survey_toilet_inserts,survey_other_conservation,-0.023,0.001,No,0.084,5574
survey_toilet_inserts,survey_number_of_adults_winter,0.059,0.003,Yes,0.000,5534
survey_toilet_inserts,survey_number_of_teenagers_winter,0.004,0.000,No,0.771,5574
survey_toilet_inserts,survey_number_of_children_winter,-0.035,0.001,Yes,0.008,5574
survey_toilet_inserts,survey_number_of_adults_summer,0.050,0.002,Yes,0.000,5530
survey_toilet_inserts,survey_number_of_teenagers_summer,-0.002,0.000,No,0.899,5574
survey_toilet_inserts,survey_number_of_children_summer,-0.033,0.001,Yes,0.014,5574
survey_toilet_inserts,survey_number_of_toilets,0.007,0.000,No,0.608,5566
survey_toilet_inserts,survey_number_of_bathtub_showers,0.001,0.000,No,0.936,5409
survey_toilet_inserts,survey_number_of_bathtub_only,0.005,0.000,No,0.783,3652
survey_toilet_inserts,survey_number_of_shower_only,0.005,0.000,No,0.733,4724
survey_toilet_inserts,survey_number_of_whirlpools,0.000,0.000,No,0.991,3786
survey_toilet_inserts,survey_number_of_bathroom_sinks,-0.006,0.000,No,0.651,5527
survey_toilet_inserts,survey_number_of_kitchen_sinks,0.009,0.000,No,0.485,5545
survey_toilet_inserts,survey_number_of_utility_sinks,0.060,0.004,Yes,0.000,4581
survey_toilet_inserts,survey_number_of_bathtubs,0.004,0.000,No,0.787,5574
survey_toilet_inserts,survey_number_of_showers,0.002,0.000,No,0.855,5574
survey_toilet_inserts,survey_disposal,-0.036,0.001,Yes,0.007,5467
survey_toilet_inserts,survey_clothes_washer_top,0.009,0.000,No,0.523,5536
survey_toilet_inserts,survey_clothes_washer_front,-0.003,0.000,No,0.860,4885
survey_toilet_inserts,survey_dishwasher,-0.000,0.000,No,0.987,5438
survey_toilet_inserts,survey_pool,0.026,0.001,No,0.066,5165
survey_toilet_inserts,survey_hot_tub,-0.009,0.000,No,0.538,5138
survey_toilet_inserts,survey_evap_cooler,-0.003,0.000,No,0.827,5113
survey_toilet_inserts,survey_pressure_regulator,0.015,0.000,No,0.298,4550
survey_toilet_inserts,survey_treatment,0.072,0.005,Yes,0.000,5194
survey_toilet_inserts,survey_greenhouse,0.011,0.000,No,0.437,5142
survey_toilet_inserts,survey_garden_flower,0.052,0.003,Yes,0.000,5387
survey_toilet_inserts,survey_garden_veggie,0.026,0.001,No,0.062,5229
survey_toilet_inserts,survey_clothes_washer,0.010,0.000,No,0.479,5548
survey_toilet_inserts,survey_aquarium,0.009,0.000,No,0.509,5574
survey_toilet_inserts,survey_hot_water_solar,0.025,0.001,No,0.063,5574
survey_toilet_inserts,survey_humidifier,-0.016,0.000,No,0.222,5574
survey_toilet_inserts,survey_ice_maker,0.022,0.000,No,0.095,5574
