var1,var2,Pearson coefficient (r),r-squared,Significance,p-value,Support (n)
Howmanybedroomsdoesthishousehave,TotalPersonsinHousehold,0.322,0.103,Yes,0,1489
survey_disposal,survey_pool_cover,-0.32,0.103,Yes,0,209
survey_landscape_low_water,survey_income,0.322,0.103,Yes,0,1329
survey_irrigation_avoid_heat,survey_landscape_low_water_last_few,0.321,0.103,Yes,0,1539
survey_irrigation_avoid_heat,survey_other_sources_pct,-0.321,0.103,Yes,0.002,89
SurveyID,survey_landscaper_waters,0.319,0.102,Yes,0,368
Log_AnnualKgal_Bin,PctSeasonal,0.32,0.102,Yes,0,2925
survey_number_of_toilets,survey_manual_irrigation_pct,-0.32,0.102,Yes,0,1132
survey_pool_fill_automatic,survey_irrigation_inground_monitor,0.32,0.102,Yes,0,207
survey_replaced_clothes_washer_HE,survey_dishwasher_used_less,0.32,0.102,Yes,0,1539
Log_AnnualKgal_Bin,Adultsincludingyouage18,0.318,0.101,Yes,0,1493
survey_number_of_whirlpools,survey_treatment,0.318,0.101,Yes,0,957
survey_irrigation,survey_irrigation_timer_shortened_last_few,0.317,0.101,Yes,0,1502
survey_landscape_trees_and_shrubs,PctSeasonal,0.317,0.101,Yes,0,1193
survey_spa_or_hot_tub_outdoor,survey_pool,0.319,0.101,Yes,0,1391
survey_pool,survey_income,0.317,0.101,Yes,0,1208
survey_car_washed_less_often,survey_irrigation_less_often,0.318,0.101,Yes,0,1539
survey_treatment,survey_irrigation_inground_drip,0.316,0.1,Yes,0,1448
survey_irrigation,survey_irrigation_inground_monitor,0.317,0.1,Yes,0,1502
survey_irrigation,survey_highest_grade,0.316,0.1,Yes,0,1474
PctSeasonal,NormalizedNonseasonal,-0.316,0.1,Yes,0,2924
survey_number_of_toilets,survey_number_of_utility_sink,0.315,0.099,Yes,0,1089
survey_disposal,survey_irrigation_inground,0.315,0.099,Yes,0,1134
survey_pool_cover_overnight,survey_baths_per_week,0.315,0.099,Yes,0,206
reuws2_attitude_O,reuws2_attitude_S,0.315,0.099,Yes,0,1464
Howmanybedroomsdoesthishousehave,survey_number_of_shower_only,0.313,0.098,Yes,0,1309
survey_number_of_showers,survey_irrigation_inground_timer,0.313,0.098,Yes,0,1515
survey_irrigation,survey_pool_cover,-0.314,0.098,Yes,0,205
survey_landscape_trees_and_shrubs,survey_irrigation_avoid_heat,0.313,0.098,Yes,0,1539
survey_irrigation_inground_drip,survey_irrigation_manual_override,0.312,0.098,Yes,0,1539
survey_conservation_last_few,survey_landscape_low_water_last_few,0.313,0.098,Yes,0,1452
survey_spa_or_hot_tub_outdoor_filled,survey_income,0.313,0.098,Yes,0,146
survey_hot_water_on_demand,survey_treatment,0.312,0.097,Yes,0,1399
survey_irrigation,survey_irrigation_avoid_heat,0.312,0.097,Yes,0,1502
survey_landscape_low_water,survey_pool_cover,-0.312,0.097,Yes,0,209
survey_landscape_low_water,survey_pool_cover_overnight,-0.311,0.097,Yes,0,209
survey_irrigation_inground_monitor,survey_manual_irrigation_pct,-0.312,0.097,Yes,0,1143
reuws2_attitude_J,reuws2_attitude_R,0.311,0.097,Yes,0,1444
reuws2_attitude_Q,survey_other_sources_pct,-0.311,0.097,Yes,0.004,86
SurveyID,survey_landscape_trees_and_shrubs,0.309,0.096,Yes,0,1539
survey_replaced_showerheads_10,survey_replaced_showerheads_LF,0.311,0.096,Yes,0,1485
survey_irrigation_inground_timer,survey_highest_grade,0.31,0.096,Yes,0,1504
survey_conservation_shower_short,survey_irrigation_less_often,0.31,0.096,Yes,0,1539
survey_irrigation_inground_monitor,survey_irrigation_inground_cycle,0.31,0.096,Yes,0,1539
survey_number_of_whirlpools,survey_number_of_showers,0.308,0.095,Yes,0,964
survey_disposal,survey_highest_grade,0.308,0.095,Yes,0,1485
survey_water_feature_outdoor,StandardizedAnnualresidualbyfamily,0.308,0.095,Yes,0,163
survey_disposal,survey_landscape_nonirrigated,0.307,0.094,Yes,0,1515
survey_water_feature_indoor,survey_water_feature_outdoor,0.306,0.094,Yes,0,162
survey_irrigation_manual_override,survey_manual_irrigation_pct,-0.306,0.094,Yes,0,1143
survey_manual_irrigation_pct,StandardizedAnnualresidualbyfamily,-0.307,0.094,Yes,0,1120
survey_other_sources_pct,NormalizedNonseasonal,0.307,0.094,Yes,0.007,75
survey_number_of_toilets,survey_irrigation_inground_bfp,0.305,0.093,Yes,0,1519
survey_number_of_toilets,survey_highest_grade,0.305,0.093,Yes,0,1488
survey_ice_maker,survey_year_built,0.304,0.093,Yes,0,1456
survey_ice_maker,survey_age_of_home,-0.304,0.093,Yes,0,1456
survey_irrigation,survey_income,0.305,0.093,Yes,0,1300
survey_landscape_turf,survey_irrigation_inground_master,0.305,0.093,Yes,0,1539
survey_landscape_trees_and_shrubs,survey_garden_veggie,0.304,0.093,Yes,0,1539
survey_landscape_low_water,survey_pool,0.305,0.093,Yes,0,1394
survey_irrigation_inground,survey_year_built,0.305,0.093,Yes,0,1122
survey_irrigation_inground,survey_age_of_home,-0.305,0.093,Yes,0,1122
survey_pool,survey_landscaper,0.305,0.093,Yes,0,1077
survey_conservation_last_few,survey_car_washed_less_often,0.306,0.093,Yes,0,1452
survey_clothes_washer_used_less,survey_car_washed_less_often,0.305,0.093,Yes,0,1539
survey_irrigation_timer_shortened_last_few,PctSeasonal,0.305,0.093,Yes,0,1193
survey_manual_irrigation_pct,survey_year_built,-0.305,0.093,Yes,0,1121
survey_manual_irrigation_pct,survey_age_of_home,0.305,0.093,Yes,0,1121
reuws2_attitude_I,reuws2_attitude_Q,0.306,0.093,Yes,0,1418
survey_number_of_utility_sink,survey_income,0.303,0.092,Yes,0,953
survey_irrigation,survey_pool_fill_automatic,0.303,0.092,Yes,0,202
survey_irrigation_inground_master,PctSeasonal,0.303,0.092,Yes,0,1193
Log_AnnualKgal_Bin,survey_water_feature_outdoor,0.301,0.091,Yes,0,170
survey_landscape_nonirrigated,survey_irrigation_inground_master,0.302,0.091,Yes,0,1539
survey_replaced_toilets_last_few,survey_irrigation_avoid_heat,0.302,0.091,Yes,0,1539
survey_replaced_dishwasher_HE,survey_irrigation_avoid_heat,0.302,0.091,Yes,0,1539
reuws2_attitude_C,reuws2_attitude_R,0.302,0.091,Yes,0,1445
survey_replaced_toilets_10,PremiseYear,-0.3,0.09,Yes,0,331
survey_garden_veggie,survey_landscaper,-0.301,0.09,Yes,0,1137
survey_irrigation_inground,survey_income,0.3,0.09,Yes,0,991
survey_pool_fill_automatic,survey_pool_cover_overnight,-0.3,0.09,Yes,0,205
survey_conservation_shower_short,survey_replaced_showerheads_LF,0.299,0.09,Yes,0,1539
survey_dishwasher_used_less,survey_irrigation_timer_shortened_last_few,0.301,0.09,Yes,0,1539
survey_landscape_low_water_last_few,survey_irrigation_timer_shortened_last_few,0.3,0.09,Yes,0,1539
reuws2_attitude_G,reuws2_attitude_N,0.301,0.09,Yes,0,1478
survey_number_of_showers,survey_irrigation_inground,0.299,0.089,Yes,0,1130
survey_landscape_low_water,survey_leak_irrigation_repaired,0.299,0.089,Yes,0,1539
survey_replaced_clothes_washer_HE,survey_replaced_showerheads_LF,0.299,0.089,Yes,0,1539
survey_number_of_toilets,survey_water_feature_outdoor,0.296,0.088,Yes,0,170
survey_number_of_toilets,StandardizedAnnualresidualbyfamily,0.296,0.088,Yes,0,1476
survey_spa_indoor,survey_spa_or_hot_tub_outdoor,0.297,0.088,Yes,0,1430
survey_number_of_showers_hydra,survey_number_of_showers_rain,0.296,0.088,Yes,0,1337
survey_landscape_turf,survey_irrigation_timer_shortened_last_few,0.297,0.088,Yes,0,1539
survey_spa_or_hot_tub_outdoor,survey_income,0.297,0.088,Yes,0,1315
survey_replaced_showerheads_LF,survey_clothes_washer_used_less,0.297,0.088,Yes,0,1539
survey_irrigation_inground_monitor,PctSeasonal,0.296,0.088,Yes,0,1193
survey_number_of_toilets_16,survey_income,0.295,0.087,Yes,0,727
survey_hot_water_wait_master_bath,survey_hot_water_wait_bother,0.296,0.087,Yes,0,1362
survey_landscape_nonirrigated,survey_highest_grade,0.295,0.087,Yes,0,1504
survey_dishwasher_used_less,survey_landscape_low_water_last_few,0.295,0.087,Yes,0,1539
reuws2_attitude_M,reuws2_attitude_O,0.296,0.087,Yes,0,1477
SurveyID,survey_spa_or_hot_tub_outdoor,0.293,0.086,Yes,0,1521
survey_landscape_low_water,survey_irrigation_inground_monitor,0.294,0.086,Yes,0,1539
survey_irrigation_inground_bfp,survey_income,0.294,0.086,Yes,0,1329
survey_faucet_drips_repaired,survey_leak_irrigation_repaired,0.293,0.086,Yes,0,1539
survey_irrigation_timer_shortened_last_few,survey_irrigation_inground_cycle,0.294,0.086,Yes,0,1539
SurveyID,survey_irrigation_inground,0.292,0.085,Yes,0,1143
survey_number_of_showers,survey_number_of_toilets_HET,0.291,0.085,Yes,0,629
survey_treatment,survey_spa_or_hot_tub_outdoor,0.291,0.085,Yes,0,1436
survey_irrigation,survey_leak_irrigation_repaired,0.291,0.085,Yes,0,1502
survey_landscape_trees_and_shrubs,survey_landscape_low_water,0.291,0.085,Yes,0,1539
survey_replaced_toilets_last_few,survey_replaced_dishwasher_HE,0.292,0.085,Yes,0,1539
survey_car_washed_less_often,survey_irrigation_avoid_heat,0.292,0.085,Yes,0,1539
reuws2_attitude_M,survey_other_sources_pct,-0.292,0.085,Yes,0.006,86
survey_number_of_toilets,survey_ice_maker,0.29,0.084,Yes,0,1481
survey_dishwasher,survey_dishwasher_used_less,0.29,0.084,Yes,0,1521
survey_hot_water_on_demand,PremiseYear,0.289,0.084,Yes,0,316
survey_manual_irrigation_pct,NormalizedAnnual,-0.29,0.084,Yes,0,1143
survey_number_of_showers,survey_manual_irrigation_pct,-0.288,0.083,Yes,0,1130
survey_number_of_toilets_16,survey_water_feature_outdoor,0.289,0.083,Yes,0.004,99
survey_replaced_toilets_10,survey_replaced_dishwasher_10,0.288,0.083,Yes,0,1425
survey_leak_toilet,survey_other_sources_pct,0.288,0.083,Yes,0.006,89
survey_landscape_trees_and_shrubs,survey_irrigation_timer_shortened_last_few,0.288,0.083,Yes,0,1539
survey_dishwasher_used_less,survey_leak_irrigation_repaired,0.288,0.083,Yes,0,1539
survey_number_of_shower_only,survey_number_of_toilets_16,0.286,0.082,Yes,0,738
survey_hot_water_wait_other_bath,survey_hot_water_waiting,0.286,0.082,Yes,0,1341
survey_landscape_trees_and_shrubs,survey_irrigation_inground_drip,0.286,0.082,Yes,0,1539
survey_water_feature_outdoor,StandardizedNonseasonalresidualbyfamily,0.287,0.082,Yes,0.013,74
survey_disposal_used_less,survey_irrigation_less_often,0.286,0.082,Yes,0,1539
survey_irrigation_timer_shortened_last_few,survey_manual_irrigation_pct,-0.287,0.082,Yes,0,1143
survey_leak_irrigation_repaired,survey_manual_irrigation_pct,-0.286,0.082,Yes,0,1143
reuws2_attitude_I,reuws2_attitude_N,0.287,0.082,Yes,0,1420
Log_AnnualKgal_Bin,survey_manual_irrigation_pct,-0.285,0.081,Yes,0,1143
survey_number_of_toilets,survey_irrigation_inground_master,0.284,0.081,Yes,0,1519
survey_number_of_showers_hydra,PremiseYear,0.285,0.081,Yes,0,331
survey_number_of_shower_only,survey_irrigation_inground_drip,0.283,0.08,Yes,0,1317
survey_dishwasher,survey_replaced_dishwasher_10,0.283,0.08,Yes,0,1449
survey_replaced_toilets_10,survey_year_built,-0.283,0.08,Yes,0,1428
survey_replaced_toilets_10,survey_age_of_home,0.283,0.08,Yes,0,1428
survey_replaced_toilets_last_few,survey_dishwasher_used_less,0.284,0.08,Yes,0,1539
DOYOUTHINKYOURWATERUTILITYDOESTHERIGHTAMOUNTOFWATERC,reuws2_attitude_S,-0.282,0.08,Yes,0,450
reuws2_attitude_O,reuws2_attitude_Q,0.283,0.08,Yes,0,1463
Inwhatyeardidyoumovetothishome,PremiseYear,0.284,0.08,Yes,0,336
survey_years_in_home,PremiseYear,-0.284,0.08,Yes,0,336
survey_number_of_toilets,survey_dishwasher,0.281,0.079,Yes,0,1505
survey_treatment,survey_landscape_low_water,0.282,0.079,Yes,0,1448
survey_canal_ditch,survey_pool_cover_overnight,0.281,0.079,Yes,0,209
survey_garden_flower,survey_irrigation_avoid_heat,0.281,0.079,Yes,0,1539
survey_conservation_shower_short,survey_faucet_drips_repaired,0.282,0.079,Yes,0,1539
survey_dishwasher_used_less,survey_car_washed_less_often,0.281,0.079,Yes,0,1539
reuws2_attitude_C,reuws2_attitude_Q,0.282,0.079,Yes,0,1444
survey_disposal,survey_irrigation_inground_master,0.279,0.078,Yes,0,1515
survey_disposal,survey_disposal_used_less,0.279,0.078,Yes,0,1515
survey_landscape_trees_and_shrubs,survey_irrigation_inground_monitor,0.28,0.078,Yes,0,1539
survey_irrigation_inground_drip,survey_landscape_low_water_last_few,0.279,0.078,Yes,0,1539
survey_conservation_shower_short,survey_other_sources_pct,-0.279,0.078,Yes,0.008,89
Howmanybedroomsdoesthishousehave,Adultsincludingyouage18,0.277,0.077,Yes,0,1489
survey_number_of_toilets,survey_number_of_bathtubs,0.277,0.077,Yes,0,1486
survey_number_of_shower_only,survey_disposal,0.277,0.077,Yes,0,1308
survey_ice_maker,survey_irrigation_inground,0.278,0.077,Yes,0,1114
survey_faucet_drips,survey_other_sources_pct,0.278,0.077,Yes,0.008,89
survey_landscape_nonirrigated,survey_income,0.278,0.077,Yes,0,1329
reuws2_attitude_N,reuws2_attitude_R,0.277,0.077,Yes,0,1466
survey_number_of_whirlpools,survey_landscaper,0.275,0.076,Yes,0,715
survey_number_of_shower_only,survey_number_of_utility_sink,0.275,0.076,Yes,0,1046
survey_number_of_toilets_GT16,survey_replaced_toilets_last_few,-0.275,0.076,Yes,0,889
survey_irrigation_inground_master,survey_income,0.276,0.076,Yes,0,1329
survey_irrigation_inground_drip,survey_highest_grade,0.275,0.076,Yes,0,1504
reuws2_attitude_H,survey_income,-0.275,0.076,Yes,0,1264
survey_number_of_whirlpools,survey_irrigation_inground_drip,0.274,0.075,Yes,0,968
survey_number_of_showers,survey_irrigation_inground_drip,0.273,0.075,Yes,0,1515
survey_disposal,survey_income,0.275,0.075,Yes,0,1314
survey_water_feature_indoor,survey_greenhouse_indoor,0.274,0.075,Yes,0,1436
survey_number_of_showers_rain,survey_number_of_showers_spray,0.274,0.075,Yes,0,1338
survey_replaced_showerheads_10,survey_replaced_clothes_washer_10,0.273,0.075,Yes,0,1457
survey_water_feature_outdoor,NormalizedAnnual,0.274,0.075,Yes,0,170
survey_replaced_clothes_washer_HE,survey_replaced_toilets_last_few,0.273,0.075,Yes,0,1539
reuws2_attitude_N,reuws2_attitude_S,0.274,0.075,Yes,0,1467
survey_conservation_shower_short,survey_car_washed_less_often,0.271,0.074,Yes,0,1539
survey_irrigation,reuws2_attitude_F,-0.269,0.073,Yes,0,1481
survey_pool_fill_automatic,survey_landscape_low_water_last_few,0.269,0.073,Yes,0,207
survey_replaced_showerheads_LF,survey_faucet_drips_repaired,0.27,0.073,Yes,0,1539
survey_faucet_drips_repaired,survey_irrigation_less_often,0.27,0.073,Yes,0,1539
survey_replaced_dishwasher_HE,survey_landscape_low_water_last_few,0.27,0.073,Yes,0,1539
reuws2_attitude_E,reuws2_attitude_F,0.27,0.073,Yes,0,1477
survey_number_of_toilets,survey_number_of_bathtub_showers,0.269,0.072,Yes,0,1466
survey_number_of_toilets,survey_spa_or_hot_tub_outdoor,0.267,0.072,Yes,0,1504
survey_number_of_whirlpools,survey_pool,0.268,0.072,Yes,0,891
survey_disposal,survey_irrigation_manual_override,0.269,0.072,Yes,0,1515
survey_dishwasher,survey_irrigation_inground_timer,0.269,0.072,Yes,0,1521
survey_replaced_dishwasher_10,PremiseYear,-0.269,0.072,Yes,0,332
survey_landscape_trees_and_shrubs,survey_income,0.267,0.072,Yes,0,1329
survey_garden_flower,survey_landscaper,-0.268,0.072,Yes,0,1137
survey_conservation_last_few,reuws2_attitude_O,0.268,0.072,Yes,0,1418
SurveyID,survey_number_of_shower_only,0.267,0.071,Yes,0,1317
survey_number_of_whirlpools,survey_spa_or_hot_tub_outdoor,0.266,0.071,Yes,0,959
survey_number_of_shower_only,survey_irrigation,0.267,0.071,Yes,0,1289
survey_number_of_toilets_GT16,survey_number_of_toilets_HET,-0.267,0.071,Yes,0,483
survey_landscape_nonirrigated,survey_landscape_low_water_last_few,0.266,0.071,Yes,0,1539
survey_highest_grade,reuws2_attitude_H,-0.266,0.071,Yes,0,1418
reuws2_attitude_E,reuws2_attitude_H,0.266,0.071,Yes,0,1415
reuws2_attitude_F,survey_income,-0.267,0.071,Yes,0,1316
SurveyID,survey_leak_irrigation_repaired,0.264,0.07,Yes,0,1539
survey_ice_maker,survey_other_sources_pct,0.264,0.07,Yes,0.013,88
survey_landscape_low_water,survey_irrigation_inground_master,0.264,0.07,Yes,0,1539
survey_landscape_nonirrigated,reuws2_attitude_F,-0.265,0.07,Yes,0,1512
survey_water_feature_outdoor,StandardizedSeasonalresidualbyfamily,0.265,0.07,Yes,0.025,71
survey_pool_fill_automatic,survey_leak_irrigation_repaired,0.265,0.07,Yes,0,207
survey_manual_irrigation_pct,survey_income,-0.265,0.07,Yes,0,991
SurveyID,survey_highest_grade,0.262,0.069,Yes,0,1504
survey_disposal,survey_irrigation_inground_drip,0.262,0.069,Yes,0,1515
survey_landscape_trees_and_shrubs,reuws2_attitude_F,-0.264,0.069,Yes,0,1512
survey_landscape_nonirrigated,survey_pool_cover_overnight,-0.262,0.069,Yes,0,209
survey_spa_or_hot_tub_outdoor,survey_pool_fill_automatic,0.262,0.069,Yes,0,206
survey_replaced_showerheads_LF,survey_irrigation_less_often,0.262,0.069,Yes,0,1539
DOYOUTRUSTTHATTHETAPWATERDELIVEREDTOYOURHOMEISSAFET,survey_faucet_drips_repaired,-0.26,0.068,Yes,0,365
Howmanybedroomsdoesthishousehave,survey_income,0.261,0.068,Yes,0,1326
survey_number_of_showers,survey_dishwasher,0.261,0.068,Yes,0,1502
survey_disposal,survey_landscape_low_water,0.261,0.068,Yes,0,1515
survey_dishwasher,survey_income,0.26,0.068,Yes,0,1316
survey_humidifier,survey_irrigation_inground_timer,0.26,0.068,Yes,0,1443
survey_irrigation,reuws2_attitude_H,-0.262,0.068,Yes,0,1416
survey_landscape_trees_and_shrubs,reuws2_attitude_H,-0.262,0.068,Yes,0,1443
survey_irrigation_inground,survey_landscaper,0.261,0.068,Yes,0,1128
survey_irrigation_inground_bfp,StandardizedSeasonalresidualbyfamily,0.26,0.068,Yes,0,1124
survey_adults_employed,Inwhatyeardidyoumovetothishome,0.26,0.068,Yes,0,1477
survey_adults_employed,survey_years_in_home,-0.26,0.068,Yes,0,1477
survey_spa_or_hot_tub_outdoor_filled,reuws2_attitude_H,-0.261,0.068,Yes,0.001,163
survey_spa_or_hot_tub_outdoor_filled,survey_year_built,0.26,0.068,Yes,0.001,169
survey_spa_or_hot_tub_outdoor_filled,survey_age_of_home,-0.26,0.068,Yes,0.001,169
survey_number_of_bathtubs,survey_pool_cover,0.258,0.067,Yes,0,204
survey_number_of_showers,NormalizedAnnual,0.258,0.067,Yes,0,1515
survey_dishwasher,survey_year_built,0.259,0.067,Yes,0,1479
survey_dishwasher,survey_age_of_home,-0.259,0.067,Yes,0,1479
survey_hot_water_wait_other_bath,survey_hot_water_wait_bother,0.259,0.067,Yes,0,1362
survey_landscape_turf,survey_landscaper,-0.259,0.067,Yes,0,1137
survey_irrigation_inground_bfp,NormalizedSeasonal,0.259,0.067,Yes,0,1155
survey_irrigation_manual_override,survey_irrigation_avoid_heat,0.259,0.067,Yes,0,1539
survey_irrigation_manual_override,NormalizedSeasonal,0.259,0.067,Yes,0,1155
survey_irrigation_manual_override,StandardizedSeasonalresidualbyfamily,0.259,0.067,Yes,0,1124
survey_replaced_showerheads_LF,survey_disposal_used_less,0.258,0.067,Yes,0,1539
survey_leak_irrigation_repaired,survey_irrigation_inground_cycle,0.259,0.067,Yes,0,1539
survey_other_sources_pct,survey_income,0.259,0.067,Yes,0.019,82
survey_number_of_whirlpools,survey_irrigation_inground_timer,0.257,0.066,Yes,0,968
survey_number_of_whirlpools,survey_manual_irrigation_pct,-0.256,0.066,Yes,0,717
survey_number_of_utility_sink,survey_irrigation_inground_timer,0.257,0.066,Yes,0,1095
survey_number_of_showers,survey_ice_maker,0.257,0.066,Yes,0,1481
survey_humidifier,survey_landscape_turf,0.257,0.066,Yes,0,1443
survey_humidifier,survey_irrigation_manual_override,0.256,0.066,Yes,0,1443
survey_number_of_toilets_16,survey_irrigation_inground_timer,0.257,0.066,Yes,0,829
survey_number_of_toilets_HET,PremiseYear,0.256,0.066,Yes,0.002,143
survey_rain_barrel,survey_roof_direction,0.257,0.066,Yes,0,1539
survey_replaced_clothes_washer_HE,survey_clothes_washer_used_less,0.257,0.066,Yes,0,1539
survey_replaced_clothes_washer_HE,survey_irrigation_inground_monitor,0.257,0.066,Yes,0,1539
DOYOUTHINKYOURWATERUTILITYDOESTHERIGHTAMOUNTOFWATERC,reuws2_attitude_Q,-0.257,0.066,Yes,0,452
Ifyouhavealawndoyouoverseedforatemporarywinterlawn,survey_manual_irrigation_pct,0.257,0.066,Yes,0,209
survey_number_of_whirlpools,survey_number_of_toilets_HET,0.255,0.065,Yes,0,469
survey_spa_indoor,survey_water_feature_indoor,0.254,0.065,Yes,0,1437
survey_leak_toilet,survey_faucet_drips,0.254,0.065,Yes,0,1539
survey_landscape_turf,survey_highest_grade,0.254,0.065,Yes,0,1504
survey_pool_cover_overnight,reuws2_attitude_H,0.256,0.065,Yes,0,194
survey_replaced_clothes_washer_HE,survey_leak_irrigation_repaired,0.254,0.065,Yes,0,1539
survey_rain_barrel_last_few,survey_other_sources_pct,-0.255,0.065,Yes,0.016,89
Inwhatyeardidyoumovetothishome,survey_other_sources_pct,-0.255,0.065,Yes,0.018,86
survey_other_sources_pct,survey_years_in_home,0.255,0.065,Yes,0.018,86
survey_number_of_shower_only,survey_irrigation_inground_bfp,0.253,0.064,Yes,0,1317
survey_ice_maker,survey_dishwasher,0.253,0.064,Yes,0,1492
survey_landscape_trees_and_shrubs,Ifyouhavealawndoyouoverseedforatemporarywinterlawn,-0.253,0.064,Yes,0,228
survey_pool,survey_spa_or_hot_tub_outdoor_filled,0.254,0.064,Yes,0.001,164
survey_replaced_dishwasher_HE,survey_irrigation_inground_monitor,0.252,0.064,Yes,0,1539
Log_AnnualKgal_Bin,survey_number_of_showers,0.25,0.063,Yes,0,1515
Log_AnnualKgal_Bin,survey_income,0.251,0.063,Yes,0,1329
Isyourtapwaterclearandfreeofdiscoloration,DOYOUTRUSTTHATTHETAPWATERDELIVEREDTOYOURHOMEISSAFET,0.25,0.063,Yes,0,360
survey_disposal,survey_irrigation_inground_monitor,0.252,0.063,Yes,0,1515
survey_treatment,survey_year_built,0.251,0.063,Yes,0,1407
survey_treatment,survey_age_of_home,-0.251,0.063,Yes,0,1407
survey_leak_pool,survey_leak_irrigation,0.25,0.063,Yes,0,1539
survey_landscaper_waters,Ifyouhavealawndoyouoverseedforatemporarywinterlawn,-0.25,0.063,Yes,0.005,123
survey_landscape_low_water,survey_pool_fill_automatic,0.25,0.063,Yes,0,207
survey_landscape_nonirrigated,survey_irrigation_manual_override,0.25,0.063,Yes,0,1539
survey_irrigation_inground_drip,survey_pool,0.251,0.063,Yes,0,1394
survey_clothes_washer_used_less,survey_irrigation_inground_monitor,0.251,0.063,Yes,0,1539
survey_faucet_drips_repaired,survey_irrigation_inground_monitor,0.252,0.063,Yes,0,1539
survey_replaced_dishwasher_HE,survey_leak_irrigation_repaired,0.251,0.063,Yes,0,1539
survey_irrigation_inground_monitor,survey_income,0.251,0.063,Yes,0,1329
reuws2_attitude_C,reuws2_attitude_S,0.251,0.063,Yes,0,1444
reuws2_attitude_I,reuws2_attitude_R,0.25,0.063,Yes,0,1416
SurveyID,survey_irrigation_inground_bfp,0.25,0.062,Yes,0,1539
survey_number_of_bathtub_showers,survey_year_built,0.249,0.062,Yes,0,1435
survey_number_of_bathtub_showers,survey_age_of_home,-0.249,0.062,Yes,0,1435
survey_number_of_whirlpools,survey_irrigation_inground,0.249,0.062,Yes,0,715
survey_number_of_shower_only,survey_number_of_toilets_HET,0.248,0.062,Yes,0,583
survey_hot_water_on_demand,survey_landscaper,0.25,0.062,Yes,0,1040
survey_treatment,survey_manual_irrigation_pct,-0.248,0.062,Yes,0,1076
survey_rain_barrel,survey_other_sources_pct,-0.249,0.062,Yes,0.019,89
survey_garden_flower,survey_irrigation_manual_override,0.25,0.062,Yes,0,1539
survey_landscape_low_water,PremiseYear,0.248,0.062,Yes,0,346
survey_replaced_showerheads_LF,survey_replaced_toilets_last_few,0.249,0.062,Yes,0,1539
survey_replaced_showerheads_LF,survey_landscape_low_water_last_few,0.249,0.062,Yes,0,1539
survey_leak_irrigation_repaired,survey_income,0.249,0.062,Yes,0,1329
SurveyID,survey_spa_or_hot_tub_outdoor_filled,0.247,0.061,Yes,0.001,172
SurveyID,reuws2_attitude_H,-0.247,0.061,Yes,0,1443
survey_number_of_showers,survey_irrigation_inground_bfp,0.246,0.061,Yes,0,1515
survey_number_of_showers,survey_highest_grade,0.247,0.061,Yes,0,1483
survey_number_of_toilets_16,survey_irrigation_inground_bfp,0.246,0.061,Yes,0,829
survey_irrigation_inground_timer,reuws2_attitude_F,-0.246,0.061,Yes,0,1512
survey_pool_cover,survey_baths_per_week,0.247,0.061,Yes,0,206
survey_disposal_used_less,survey_faucet_drips_repaired,0.247,0.061,Yes,0,1539
survey_landscape_low_water_last_few,survey_other_sources_pct,-0.248,0.061,Yes,0.019,89
reuws2_attitude_J,reuws2_attitude_O,0.246,0.061,Yes,0,1454
reuws2_attitude_N,reuws2_attitude_Q,0.248,0.061,Yes,0,1463
survey_number_of_toilets,survey_disposal,0.245,0.06,Yes,0,1499
survey_treatment,survey_irrigation_inground_timer,0.244,0.06,Yes,0,1448
survey_giveaway_3,survey_followed_guidelines,0.245,0.06,Yes,0,1539
survey_replaced_toilets_last_few,survey_landscape_low_water_last_few,0.244,0.06,Yes,0,1539
survey_irrigation_less_often,survey_irrigation_inground_monitor,0.245,0.06,Yes,0,1539
reuws2_attitude_C,reuws2_attitude_I,0.244,0.06,Yes,0,1404
reuws2_attitude_O,reuws2_attitude_P,0.245,0.06,Yes,0,1465
Howmanybedroomsdoesthishousehave,NormalizedNonseasonal,0.243,0.059,Yes,0,1180
Childrenage312,InfantsorToddlersunderage3,0.242,0.059,Yes,0,1493
survey_number_of_toilets,NormalizedSeasonal,0.243,0.059,Yes,0,1139
survey_replaced_dishwasher_10,survey_replaced_toilets_last_few,0.243,0.059,Yes,0,1457
survey_landscape_turf,survey_irrigation_inground_monitor,0.244,0.059,Yes,0,1539
survey_garden_veggie,survey_irrigation_avoid_heat,0.244,0.059,Yes,0,1539
survey_landscape_low_water,survey_irrigation_inground_bfp,0.242,0.059,Yes,0,1539
survey_irrigation_inground_bfp,survey_highest_grade,0.242,0.059,Yes,0,1504
survey_water_feature_outdoor,reuws2_attitude_A,0.243,0.059,Yes,0.002,168
survey_irrigation_timer_shortened_last_few,survey_other_sources_pct,-0.244,0.059,Yes,0.021,89
survey_leak_irrigation_repaired,PctSeasonal,0.243,0.059,Yes,0,1193
survey_irrigation_inground_monitor,survey_other_sources_pct,-0.244,0.059,Yes,0.021,89
survey_highest_grade,reuws2_attitude_F,-0.243,0.059,Yes,0,1484
survey_income,NormalizedAnnual,0.242,0.059,Yes,0,1329
DOYOUTRUSTTHATTHETAPWATERDELIVEREDTOYOURHOMEISSAFET,survey_conservation_last_few,-0.24,0.058,Yes,0,346
survey_number_of_toilets,survey_humidifier,0.241,0.058,Yes,0,1429
survey_number_of_toilets,survey_irrigation_manual_override,0.24,0.058,Yes,0,1519
